"transcription_factor","target_gene"
"FOXP3","TRBV3-1"
"FOXP3","TRBJ2-7"
"FOXP3","TRBJ2-6"
"FOXP3","TRBJ2-5"
"FOXP3","TRBJ2-4"
"FOXP3","TRBJ2-3"
"FOXP3","TRBJ2-2P"
"FOXP3","TRBJ2-2"
"FOXP3","TRBJ2-1"
"FOXP3","TRBJ1-6"
"FOXP3","TRBJ1-5"
"FOXP3","TRBJ1-4"
"FOXP3","TRBJ1-3"
"FOXP3","TRBJ1-2"
"FOXP3","TRBJ1-1"
"FOXP3","TRBD2"
"FOXP3","TRBD1"
"FOXP3","TRBC2"
"FOXP3","TRBC1"
"FOXP3","TRAV26-1"
"FOXP3","TRAV25"
"FOXP3","TRAV24"
"FOXP3","TRAV23DV6"
"FOXP3","TRAV22"
"FOXP3","TRAV21"
"FOXP3","TRAV20"
"FOXP3","TRAV14DV4"
"FOXP3","TRAV13-2"
"FOXP3","TRAV13-1"
"FOXP3","TRAV12-2"
"FOXP3","TRAV9-2"
"FOXP3","TRAV8-7"
"FOXP3","TRAV8-4"
"FOXP3","TRAJ61"
"FOXP3","TRAJ60"
"FOXP3","TRAJ59"
"FOXP3","TRAJ58"
"FOXP3","TRAJ57"
"FOXP3","TRAJ56"
"FOXP3","TRAJ55"
"FOXP3","TRAJ54"
"FOXP3","TRAJ53"
"FOXP3","TRAJ52"
"FOXP3","TRAJ51"
"FOXP3","TRAJ50"
"FOXP3","TRAJ49"
"FOXP3","TRAJ48"
"FOXP3","TRAJ47"
"FOXP3","TRAJ46"
"FOXP3","TRAJ45"
"FOXP3","TRAJ44"
"FOXP3","TRAJ43"
"FOXP3","TRAJ42"
"FOXP3","TRAJ41"
"FOXP3","TRAJ40"
"FOXP3","TRAJ39"
"FOXP3","TRAJ38"
"FOXP3","TRAJ37"
"FOXP3","TRAJ36"
"FOXP3","TRAJ35"
"FOXP3","TRAJ34"
"FOXP3","TRAJ33"
"FOXP3","TRAJ32"
"FOXP3","TRAJ31"
"FOXP3","TRAJ30"
"FOXP3","TRAJ29"
"FOXP3","TRAJ28"
"FOXP3","TRAJ27"
"FOXP3","TRAJ26"
"FOXP3","TRAJ25"
"FOXP3","TRAJ24"
"FOXP3","TRAJ23"
"FOXP3","TRAJ22"
"FOXP3","TRAJ21"
"FOXP3","TRAJ20"
"FOXP3","TRAJ19"
"FOXP3","TRAJ18"
"FOXP3","TRAJ17"
"FOXP3","TRAJ16"
"FOXP3","TRAJ15"
"FOXP3","TRAJ14"
"FOXP3","TRAJ13"
"FOXP3","TRAJ12"
"FOXP3","TRAJ11"
"FOXP3","TRAJ10"
"FOXP3","TRAJ9"
"FOXP3","TRAJ8"
"FOXP3","TRAJ7"
"FOXP3","TRAJ6"
"FOXP3","TRAJ5"
"FOXP3","TRAJ4"
"FOXP3","TRAJ3"
"FOXP3","TRAJ2"
"FOXP3","TRAJ1"
"FOXP3","TRAC"
"FOXP3","IGLV4-3"
"FOXP3","IGLV3-25"
"FOXP3","IGLV3-21"
"FOXP3","IGLV3-19"
"FOXP3","IGLV3-6"
"FOXP3","IGLV3-4"
"FOXP3","IGLV3-2"
"FOXP3","IGLV3-1"
"FOXP3","IGLV2-14"
"FOXP3","IGLV2-5"
"FOXP3","IGLV1-44"
"FOXP3","IGLJ3"
"FOXP3","DEXI"
"FOXP3","BZW2"
"FOXP3","MRPS18B"
"FOXP3","TMPRSS11E"
"FOXP3","C13orf15"
"FOXP3","HIPK2"
"FOXP3","PRO0611"
"FOXP3","PRO0628"
"FOXP3","ASAP1-IT1"
"FOXP3","ZC3H7A"
"FOXP3","SETD2"
"FOXP3","GTPBP8"
"FOXP3","THYN1"
"FOXP3","MRPL15"
"FOXP3","LINC00339"
"FOXP3","CNIH4"
"FOXP3","C16orf80"
"FOXP3","SCG3"
"FOXP3","TBK1"
"FOXP3","MYLIP"
"FOXP3","BRD7"
"FOXP3","CTNNA3"
"FOXP3","CLEC2D"
"FOXP3","ANKRD11"
"FOXP3","USP25"
"FOXP3","TMOD2"
"FOXP3","ABT1"
"FOXP3","YPEL1"
"FOXP3","ICOS"
"FOXP3","SNX10"
"FOXP3","TRA2A"
"FOXP3","SAC3D1"
"FOXP3","SNX15"
"FOXP3","GPR171"
"FOXP3","C18orf8"
"FOXP3","NME7"
"FOXP3","DSE"
"FOXP3","PURG"
"FOXP3","IL19"
"FOXP3","TRHDE"
"FOXP3","POMT2"
"FOXP3","STRN3"
"FOXP3","MDFIC"
"FOXP3","UBQLN1"
"FOXP3","BAZ2B"
"FOXP3","LMCD1"
"FOXP3","EFEMP2"
"FOXP3","SH3KBP1"
"FOXP3","KCNIP2"
"FOXP3","EHD4"
"FOXP3","ZNF295"
"FOXP3","RRM2B"
"FOXP3","G0S2"
"FOXP3","MINK1"
"FOXP3","NOX3"
"FOXP3","CHST11"
"FOXP3","ATP6V0A4"
"FOXP3","ARHGEF3"
"FOXP3","DCAF8"
"FOXP3","ASAP1"
"FOXP3","AK3"
"FOXP3","HDGFRP3"
"FOXP3","TAS2R4"
"FOXP3","TAS2R14"
"FOXP3","TRAT1"
"FOXP3","C6orf48"
"FOXP3","CLEC4A"
"FOXP3","PDE11A"
"FOXP3","FOXP3"
"FOXP3","ASCC1"
"FOXP3","CCDC53"
"FOXP3","BOLA1"
"FOXP3","UBXN1"
"FOXP3","TXNDC12"
"FOXP3","TXNDC11"
"FOXP3","ATL1"
"FOXP3","NOSIP"
"FOXP3","CRYL1"
"FOXP3","TNNI3K"
"FOXP3","KLHL5"
"FOXP3","SEPSECS"
"FOXP3","SH3GLB1"
"FOXP3","FAM108B1"
"FOXP3","PHF20L1"
"FOXP3","METTL9"
"FOXP3","COQ4"
"FOXP3","ZNF706"
"FOXP3","GOLGA7"
"FOXP3","SAR1B"
"FOXP3","ASB3"
"FOXP3","PHF11"
"FOXP3","CCDC41"
"FOXP3","COPS4"
"FOXP3","DYNC1LI1"
"FOXP3","C3orf18"
"FOXP3","TUBD1"
"FOXP3","LEF1"
"FOXP3","RSL24D1"
"FOXP3","PLCE1"
"FOXP3","ZDHHC2"
"FOXP3","DDX47"
"FOXP3","NUSAP1"
"FOXP3","GLRX5"
"FOXP3","COPZ2"
"FOXP3","COX16"
"FOXP3","TMEM69"
"FOXP3","FAM178B"
"FOXP3","CLEC1A"
"FOXP3","KLF3"
"FOXP3","IER5"
"FOXP3","CHCHD8"
"FOXP3","ERGIC2"
"FOXP3","CD320"
"FOXP3","FAM53C"
"FOXP3","KRCC1"
"FOXP3","PLAC8"
"FOXP3","PHF21A"
"FOXP3","RSRC1"
"FOXP3","MEX3C"
"FOXP3","AMZ2"
"FOXP3","ARL17A"
"FOXP3","PLA1A"
"FOXP3","UBR5"
"FOXP3","C2orf28"
"FOXP3","SNX7"
"FOXP3","CRLF3"
"FOXP3","CSAD"
"FOXP3","AIG1"
"FOXP3","C19orf56"
"FOXP3","PPME1"
"FOXP3","HEMK1"
"FOXP3","BIN2"
"FOXP3","SNX9"
"FOXP3","C1orf9"
"FOXP3","PCYOX1"
"FOXP3","LCMT1"
"FOXP3","SFMBT1"
"FOXP3","GPR89B"
"FOXP3","UBE2J1"
"FOXP3","EVL"
"FOXP3","LIMA1"
"FOXP3","PTPLAD1"
"FOXP3","CTDSPL2"
"FOXP3","C11orf73"
"FOXP3","UFC1"
"FOXP3","ETV7"
"FOXP3","LARS"
"FOXP3","CXXC5"
"FOXP3","C9orf156"
"FOXP3","MTFP1"
"FOXP3","VPS54"
"FOXP3","RAB14"
"FOXP3","UFM1"
"FOXP3","FAM49B"
"FOXP3","GDE1"
"FOXP3","LARP7"
"FOXP3","PCF11"
"FOXP3","MED15"
"FOXP3","TRIM33"
"FOXP3","NBAS"
"FOXP3","CUTA"
"FOXP3","NOP58"
"FOXP3","GET4"
"FOXP3","DPH5"
"FOXP3","LUC7L2"
"FOXP3","DHRS7"
"FOXP3","C14orf166"
"FOXP3","MRPL48"
"FOXP3","ASB4"
"FOXP3","TMEM66"
"FOXP3","ASB2"
"FOXP3","HECA"
"FOXP3","NLK"
"FOXP3","ACSL5"
"FOXP3","CYB5R1"
"FOXP3","CAB39"
"FOXP3","RAPGEF6"
"FOXP3","WWOX"
"FOXP3","ARID4B"
"FOXP3","LUC7L3"
"FOXP3","ERAP1"
"FOXP3","ATP8A2"
"FOXP3","RAB8B"
"FOXP3","MST4"
"FOXP3","ZAK"
"FOXP3","KDM3B"
"FOXP3","GALNT7"
"FOXP3","BTBD1"
"FOXP3","UBASH3A"
"FOXP3","ZFYVE1"
"FOXP3","CLIC5"
"FOXP3","STX18"
"FOXP3","PTOV1"
"FOXP3","FXYD4"
"FOXP3","GPR87"
"FOXP3","C11orf24"
"FOXP3","PPIL3"
"FOXP3","SLC37A1"
"FOXP3","RPL34P3"
"FOXP3","IMMTP1"
"FOXP3","TSPEAR"
"FOXP3","SETD4"
"FOXP3","POLE3"
"FOXP3","GPR88"
"FOXP3","MRPL39"
"FOXP3","C21orf91"
"FOXP3","DCUN1D1"
"FOXP3","GNG2"
"FOXP3","SLC38A2"
"FOXP3","TAS2R5"
"FOXP3","DNAJC10"
"FOXP3","YIPF1"
"FOXP3","GFOD1"
"FOXP3","RBM27"
"FOXP3","FAM190B"
"FOXP3","ZFAND6"
"FOXP3","RNF216"
"FOXP3","CCDC76"
"FOXP3","FAM105A"
"FOXP3","TMX3"
"FOXP3","SMOX"
"FOXP3","RBM47"
"FOXP3","CPVL"
"FOXP3","ADAMTSL4"
"FOXP3","FLJ11235"
"FOXP3","RHOF"
"FOXP3","DDX4"
"FOXP3","APBB1IP"
"FOXP3","WDR44"
"FOXP3","EXOC6"
"FOXP3","FAM35A"
"FOXP3","DDIT4"
"FOXP3","ING3"
"FOXP3","SGTB"
"FOXP3","SPATA6"
"FOXP3","SCAND2"
"FOXP3","EGLN1"
"FOXP3","LZTFL1"
"FOXP3","NDFIP2"
"FOXP3","CCNJ"
"FOXP3","WDR74"
"FOXP3","TMEM106B"
"FOXP3","RSBN1"
"FOXP3","LRRN3"
"FOXP3","PDP1"
"FOXP3","RBFOX1"
"FOXP3","BTN2A3P"
"FOXP3","OTUD4"
"FOXP3","SLC35F2"
"FOXP3","C21orf104"
"FOXP3","GRAMD1C"
"FOXP3","BTG4"
"FOXP3","RNF111"
"FOXP3","C17orf59"
"FOXP3","TET2"
"FOXP3","BNC2"
"FOXP3","AHI1"
"FOXP3","DYM"
"FOXP3","AFTPH"
"FOXP3","KLHL28"
"FOXP3","SWT1"
"FOXP3","GIN1"
"FOXP3","BCAS3"
"FOXP3","ASPN"
"FOXP3","VPS13C"
"FOXP3","BIVM"
"FOXP3","MFSD6"
"FOXP3","SYTL2"
"FOXP3","ARHGEF38"
"FOXP3","FAM46C"
"FOXP3","SNRK"
"FOXP3","ZCCHC2"
"FOXP3","ST7L"
"FOXP3","RNF43"
"FOXP3","PXK"
"FOXP3","LAX1"
"FOXP3","CDKAL1"
"FOXP3","WHSC1L1"
"FOXP3","KIAA1797"
"FOXP3","C14orf101"
"FOXP3","CMTM6"
"FOXP3","DUS2L"
"FOXP3","UBE2R2"
"FOXP3","HAUS4"
"FOXP3","RNF125"
"FOXP3","PARP16"
"FOXP3","GEMIN8"
"FOXP3","TIPIN"
"FOXP3","TMEM70"
"FOXP3","C2orf42"
"FOXP3","ULK4"
"FOXP3","ZNF770"
"FOXP3","C20orf11"
"FOXP3","C12orf48"
"FOXP3","PIH1D1"
"FOXP3","CCDC109B"
"FOXP3","PRPF39"
"FOXP3","PHIP"
"FOXP3","BANK1"
"FOXP3","FAM70A"
"FOXP3","FBXO34"
"FOXP3","FKBP14"
"FOXP3","NOL8"
"FOXP3","PTCD3"
"FOXP3","ATG16L1"
"FOXP3","ZWILCH"
"FOXP3","FLJ10038"
"FOXP3","WIPI1"
"FOXP3","C9orf68"
"FOXP3","GPR172B"
"FOXP3","LRRC37A4"
"FOXP3","OXR1"
"FOXP3","UACA"
"FOXP3","TAPBPL"
"FOXP3","IFT57"
"FOXP3","WDR70"
"FOXP3","RALGPS2"
"FOXP3","GPATCH2"
"FOXP3","SLC6A15"
"FOXP3","FANCL"
"FOXP3","AKIRIN2"
"FOXP3","ANO10"
"FOXP3","ARMC4"
"FOXP3","SRBD1"
"FOXP3","WRAP53"
"FOXP3","ELP3"
"FOXP3","LRRC8D"
"FOXP3","RBM23"
"FOXP3","RFWD3"
"FOXP3","SHQ1"
"FOXP3","MSL2"
"FOXP3","KLHL11"
"FOXP3","SEC61A2"
"FOXP3","LINS"
"FOXP3","VPS13D"
"FOXP3","RIC8B"
"FOXP3","C12orf35"
"FOXP3","APPL2"
"FOXP3","GOLPH3L"
"FOXP3","ARL8B"
"FOXP3","BBS7"
"FOXP3","RCBTB1"
"FOXP3","LRRC1"
"FOXP3","TMEM206"
"FOXP3","ASXL2"
"FOXP3","IMP3"
"FOXP3","TMEM100"
"FOXP3","FGGY"
"FOXP3","QRSL1"
"FOXP3","TMEM140"
"FOXP3","UBE2W"
"FOXP3","ACOXL"
"FOXP3","FBXW7"
"FOXP3","CCDC91"
"FOXP3","RNF121"
"FOXP3","PI4K2B"
"FOXP3","DDX19A"
"FOXP3","CPPED1"
"FOXP3","C20orf29"
"FOXP3","MIS18BP1"
"FOXP3","UFSP2"
"FOXP3","RNLS"
"FOXP3","CNO"
"FOXP3","SYNJ2BP"
"FOXP3","FBXL8"
"FOXP3","C19orf66"
"FOXP3","WDR33"
"FOXP3","GIMAP5"
"FOXP3","LSG1"
"FOXP3","C4orf21"
"FOXP3","ABHD10"
"FOXP3","VNN3"
"FOXP3","ORF1"
"FOXP3","IMPACT"
"FOXP3","AKIRIN2-AS1"
"FOXP3","SIRPG"
"FOXP3","KIAA1704"
"FOXP3","YOD1"
"FOXP3","AP1AR"
"FOXP3","STRADB"
"FOXP3","PRO1483"
"FOXP3","CSGALNACT2"
"FOXP3","ETNK1"
"FOXP3","NOP10"
"FOXP3","BATF3"
"FOXP3","SMPD3"
"FOXP3","DHTKD1"
"FOXP3","SLC30A10"
"FOXP3","MAML3"
"FOXP3","CDCA7L"
"FOXP3","MSX2P1"
"FOXP3","ZNF821"
"FOXP3","C2orf29"
"FOXP3","CDV3"
"FOXP3","KIF27"
"FOXP3","GOLGA2P5"
"FOXP3","OTUD5"
"FOXP3","CDKN2AIP"
"FOXP3","LRRC16A"
"FOXP3","ZNF280C"
"FOXP3","KIF16B"
"FOXP3","DOCK10"
"FOXP3","AMBRA1"
"FOXP3","ZNF407"
"FOXP3","TBC1D22B"
"FOXP3","CHD7"
"FOXP3","PIGV"
"FOXP3","PRPF40A"
"FOXP3","HIF1AN"
"FOXP3","CDC37L1"
"FOXP3","NBPF1"
"FOXP3","RUFY2"
"FOXP3","MREG"
"FOXP3","PACS1"
"FOXP3","FRMD4A"
"FOXP3","LUC7L"
"FOXP3","NSUN5"
"FOXP3","IARS2"
"FOXP3","CCDC94"
"FOXP3","NECAP2"
"FOXP3","ODZ3"
"FOXP3","WDR11"
"FOXP3","C12orf11"
"FOXP3","N4BP2"
"FOXP3","ATF7IP"
"FOXP3","C1orf112"
"FOXP3","ZFP64"
"FOXP3","PARVA"
"FOXP3","C7orf44"
"FOXP3","NUP133"
"FOXP3","SEPT11"
"FOXP3","RCOR3"
"FOXP3","WDR12"
"FOXP3","EXOC2"
"FOXP3","PRR11"
"FOXP3","TDP1"
"FOXP3","C6orf64"
"FOXP3","RIOK2"
"FOXP3","MCTP2"
"FOXP3","DEPDC1B"
"FOXP3","CSGALNACT1"
"FOXP3","FAM63A"
"FOXP3","MBNL3"
"FOXP3","IL26"
"FOXP3","LRP2BP"
"FOXP3","TRERF1"
"FOXP3","FOXJ2"
"FOXP3","BDP1"
"FOXP3","DOK5"
"FOXP3","VPS11"
"FOXP3","PAG1"
"FOXP3","PECR"
"FOXP3","DCAF6"
"FOXP3","SELS"
"FOXP3","EAPP"
"FOXP3","CENPN"
"FOXP3","WWC3"
"FOXP3","ARHGAP15"
"FOXP3","C9orf46"
"FOXP3","TEX2"
"FOXP3","IDI2-AS1"
"FOXP3","ACOT13"
"FOXP3","HDAC8"
"FOXP3","ASH1L"
"FOXP3","CBWD1"
"FOXP3","GPRC5C"
"FOXP3","MYNN"
"FOXP3","UNC45A"
"FOXP3","ERBB2IP"
"FOXP3","RCC2"
"FOXP3","MYO5C"
"FOXP3","APOM"
"FOXP3","GNG12"
"FOXP3","TEX14"
"FOXP3","NDNL2"
"FOXP3","DNAH7"
"FOXP3","ANKH"
"FOXP3","LMOD3"
"FOXP3","KIAA1217"
"FOXP3","CRTAM"
"FOXP3","TMX4"
"FOXP3","C8orf44"
"FOXP3","GPCPD1"
"FOXP3","LRRC8A"
"FOXP3","PARD3"
"FOXP3","PPAN"
"FOXP3","CTPS2"
"FOXP3","KCNQ5"
"FOXP3","DNAJC12"
"FOXP3","CLDND1"
"FOXP3","FABP3P2"
"FOXP3","ZC3HAV1"
"FOXP3","TM9SF3"
"FOXP3","MDM1"
"FOXP3","BDH2"
"FOXP3","PNO1"
"FOXP3","NMUR2"
"FOXP3","ARNTL2"
"FOXP3","DUSP22"
"FOXP3","C16orf61"
"FOXP3","C11orf30"
"FOXP3","C5orf15"
"FOXP3","PRTFDC1"
"FOXP3","LHX9"
"FOXP3","OTUD7B"
"FOXP3","PARP6"
"FOXP3","PRDM8"
"FOXP3","PRDM10"
"FOXP3","BBX"
"FOXP3","CDC42SE2"
"FOXP3","TULP4"
"FOXP3","ADCK3"
"FOXP3","CTNNBIP1"
"FOXP3","C7orf36"
"FOXP3","SLC17A7"
"FOXP3","C1orf63"
"FOXP3","CPA6"
"FOXP3","RPGRIP1"
"FOXP3","ANO2"
"FOXP3","C12orf4"
"FOXP3","CYSLTR2"
"FOXP3","CAMK1D"
"FOXP3","GOPC"
"FOXP3","NUP107"
"FOXP3","LYRM4"
"FOXP3","MRPL47"
"FOXP3","MAN1C1"
"FOXP3","RTN4"
"FOXP3","PAK7"
"FOXP3","PHTF2"
"FOXP3","PELI2"
"FOXP3","PELI1"
"FOXP3","ASPHD2"
"FOXP3","ZMIZ1"
"FOXP3","KIAA1191"
"FOXP3","SLC39A10"
"FOXP3","RALGAPA2"
"FOXP3","MCOLN1"
"FOXP3","ATP10A"
"FOXP3","ATP8B2"
"FOXP3","SLC45A4"
"FOXP3","GPR126"
"FOXP3","VANGL2"
"FOXP3","TTC7A"
"FOXP3","SMEK2"
"FOXP3","NHSL1"
"FOXP3","FAM91A2"
"FOXP3","SLC4A10"
"FOXP3","CBX8"
"FOXP3","RCN3"
"FOXP3","CLK4"
"FOXP3","NMRAL1"
"FOXP3","ODZ2"
"FOXP3","ISY1"
"FOXP3","FAM40B"
"FOXP3","ERMN"
"FOXP3","CNOT6"
"FOXP3","PLEKHG1"
"FOXP3","NLN"
"FOXP3","ESYT2"
"FOXP3","ODF2L"
"FOXP3","ARID1B"
"FOXP3","HEG1"
"FOXP3","MTA3"
"FOXP3","ZNF608"
"FOXP3","MTUS1"
"FOXP3","HECW2"
"FOXP3","RPTOR"
"FOXP3","SRGAP1"
"FOXP3","KCTD16"
"FOXP3","HACE1"
"FOXP3","WDR35"
"FOXP3","KLHDC5"
"FOXP3","TXNDC16"
"FOXP3","MICAL3"
"FOXP3","LRRC7"
"FOXP3","USP35"
"FOXP3","STAMBPL1"
"FOXP3","IFT80"
"FOXP3","ARRDC3"
"FOXP3","SIPA1L2"
"FOXP3","KIF17"
"FOXP3","KIAA1407"
"FOXP3","UNC79"
"FOXP3","PREX1"
"FOXP3","TMEM181"
"FOXP3","KIAA1430"
"FOXP3","KIAA1432"
"FOXP3","WDFY1"
"FOXP3","MKL1"
"FOXP3","ZNF687"
"FOXP3","BAHCC1"
"FOXP3","WDR48"
"FOXP3","FNIP2"
"FOXP3","USP36"
"FOXP3","PITPNM2"
"FOXP3","SLAIN2"
"FOXP3","DIP2B"
"FOXP3","STIM2"
"FOXP3","ZBTB2"
"FOXP3","KIAA1486"
"FOXP3","DPP10"
"FOXP3","SH3RF1"
"FOXP3","CCDC146"
"FOXP3","COL20A1"
"FOXP3","ZSWIM5"
"FOXP3","PHF12"
"FOXP3","KIAA1524"
"FOXP3","EPB41L5"
"FOXP3","KIAA1549"
"FOXP3","KIAA1586"
"FOXP3","USP37"
"FOXP3","FANCM"
"FOXP3","KIAA1598"
"FOXP3","FAM160B1"
"FOXP3","WDFY4"
"FOXP3","DENND1A"
"FOXP3","SFMBT2"
"FOXP3","ANO8"
"FOXP3","GPR107"
"FOXP3","METTL14"
"FOXP3","ZFYVE28"
"FOXP3","LSM2"
"FOXP3","HMHB1"
"FOXP3","C6orf47"
"FOXP3","NLRC4"
"FOXP3","PCTP"
"FOXP3","LY6G5B"
"FOXP3","PRUNE"
"FOXP3","MLL3"
"FOXP3","EPS15L1"
"FOXP3","FAM60A"
"FOXP3","MID1IP1"
"FOXP3","C6orf115"
"FOXP3","RRAGD"
"FOXP3","SNX6"
"FOXP3","ENPP5"
"FOXP3","HIVEP3"
"FOXP3","MESDC1"
"FOXP3","PRDM12"
"FOXP3","SCPEP1"
"FOXP3","GNB4"
"FOXP3","PBOV1"
"FOXP3","GPBP1L1"
"FOXP3","EXOC4"
"FOXP3","BACH2"
"FOXP3","ELOVL5"
"FOXP3","CCDC90B"
"FOXP3","HPSE2"
"FOXP3","C2orf43"
"FOXP3","SPCS3"
"FOXP3","SCOC"
"FOXP3","EEFSEC"
"FOXP3","FKBP10"
"FOXP3","SMAP1"
"FOXP3","C14orf93"
"FOXP3","CELA2A"
"FOXP3","THADA"
"FOXP3","HEATR6"
"FOXP3","FAM111A"
"FOXP3","NAPB"
"FOXP3","ELMO2"
"FOXP3","FKBPL"
"FOXP3","DMRTA2"
"FOXP3","ANO3"
"FOXP3","PCGEM1"
"FOXP3","RBM26"
"FOXP3","NPAS3"
"FOXP3","SLC28A3"
"FOXP3","PBLD"
"FOXP3","MCCC2"
"FOXP3","SNX16"
"FOXP3","SAMSN1"
"FOXP3","EPB41L4A"
"FOXP3","CENPK"
"FOXP3","TMBIM1"
"FOXP3","RRAGC"
"FOXP3","NOD2"
"FOXP3","XYLT1"
"FOXP3","IFIH1"
"FOXP3","ZFYVE20"
"FOXP3","C17orf75"
"FOXP3","ERAP2"
"FOXP3","OSGEPL1"
"FOXP3","EDDM3B"
"FOXP3","IRF2BPL"
"FOXP3","DNAJC1"
"FOXP3","TFB2M"
"FOXP3","HERPUD2"
"FOXP3","PAPD5"
"FOXP3","RFWD2"
"FOXP3","LMBR1"
"FOXP3","NFKBIZ"
"FOXP3","ARHGAP9"
"FOXP3","AZI2"
"FOXP3","MMP25"
"FOXP3","GREM2"
"FOXP3","ZMAT3"
"FOXP3","GMCL1"
"FOXP3","HHIP"
"FOXP3","KLHL25"
"FOXP3","C5orf28"
"FOXP3","TMEM168"
"FOXP3","SUSD1"
"FOXP3","C14orf135"
"FOXP3","ACTR6"
"FOXP3","CPEB1"
"FOXP3","NDST4"
"FOXP3","EBF2"
"FOXP3","HIAT1"
"FOXP3","ANAPC1"
"FOXP3","SMAP2"
"FOXP3","SMYD3"
"FOXP3","CREB3L2"
"FOXP3","S100PBP"
"FOXP3","C6orf106"
"FOXP3","FNDC3B"
"FOXP3","AEN"
"FOXP3","CRTC3"
"FOXP3","TBC1D15"
"FOXP3","CEP85"
"FOXP3","DDX31"
"FOXP3","RMND5A"
"FOXP3","IQCH"
"FOXP3","ARV1"
"FOXP3","FBXL17"
"FOXP3","TUT1"
"FOXP3","AIDA"
"FOXP3","USP46"
"FOXP3","DCLRE1B"
"FOXP3","OBFC2A"
"FOXP3","RFX7"
"FOXP3","CDCP1"
"FOXP3","BCL11B"
"FOXP3","SMNP"
"FOXP3","MRPS5"
"FOXP3","MRPL40"
"FOXP3","MRPL36"
"FOXP3","MRPL32"
"FOXP3","MRPL11"
"FOXP3","MRPL1"
"FOXP3","GPBP1"
"FOXP3","CFLAR-AS1"
"FOXP3","MRPL44"
"FOXP3","TMEM135"
"FOXP3","MARCKSL1"
"FOXP3","WNK1"
"FOXP3","PCDH15"
"FOXP3","C5orf42"
"FOXP3","GRAMD3"
"FOXP3","TRAK2"
"FOXP3","OTUB2"
"FOXP3","C7orf49"
"FOXP3","VKORC1"
"FOXP3","SLX1B"
"FOXP3","DDA1"
"FOXP3","C7orf25"
"FOXP3","AHNAK"
"FOXP3","TMEM223"
"FOXP3","METTL16"
"FOXP3","FTO"
"FOXP3","ELOVL6"
"FOXP3","C11orf48"
"FOXP3","WDR77"
"FOXP3","C11orf49"
"FOXP3","C1orf116"
"FOXP3","FAM134A"
"FOXP3","DERL1"
"FOXP3","PLEKHF1"
"FOXP3","MFSD11"
"FOXP3","MGC4294"
"FOXP3","C7orf23"
"FOXP3","OR7E94P"
"FOXP3","BCL2L14"
"FOXP3","ZBED2"
"FOXP3","HAUS3"
"FOXP3","LRRC2"
"FOXP3","FYCO1"
"FOXP3","WDR25"
"FOXP3","OR5BM1P"
"FOXP3","OR2A4"
"FOXP3","FAM65A"
"FOXP3","TTC13"
"FOXP3","CORO7"
"FOXP3","RNF219"
"FOXP3","TMCO7"
"FOXP3","RNASEH2B"
"FOXP3","C6orf211"
"FOXP3","NDNF"
"FOXP3","FAM184A"
"FOXP3","ARSJ"
"FOXP3","PANK3"
"FOXP3","AKIRIN1"
"FOXP3","RHBDF2"
"FOXP3","HECTD3"
"FOXP3","BEND5"
"FOXP3","RPAP3"
"FOXP3","ARHGAP10"
"FOXP3","PPP1R3B"
"FOXP3","HSPBAP1"
"FOXP3","NARG2"
"FOXP3","FLJ13197"
"FOXP3","PARP8"
"FOXP3","ZCCHC6"
"FOXP3","VEPH1"
"FOXP3","SMC6"
"FOXP3","MLF1IP"
"FOXP3","ZDHHC14"
"FOXP3","C11orf61"
"FOXP3","MANEA"
"FOXP3","GLT25D1"
"FOXP3","GTDC1"
"FOXP3","TBL1XR1"
"FOXP3","AAGAB"
"FOXP3","VPS37B"
"FOXP3","ANKRD55"
"FOXP3","THAP9"
"FOXP3","NARS2"
"FOXP3","TBC1D17"
"FOXP3","CLIP4"
"FOXP3","ECHDC3"
"FOXP3","C6orf103"
"FOXP3","ZNF668"
"FOXP3","MCTP1"
"FOXP3","ACBD4"
"FOXP3","CCDC82"
"FOXP3","C7orf10"
"FOXP3","FBXO31"
"FOXP3","C12orf49"
"FOXP3","ALS2CR8"
"FOXP3","GSTCD"
"FOXP3","TTC21B"
"FOXP3","SLTM"
"FOXP3","CAMKMT"
"FOXP3","CLMP"
"FOXP3","METTL8"
"FOXP3","JMJD5"
"FOXP3","QSER1"
"FOXP3","PEAK1"
"FOXP3","TMC5"
"FOXP3","CCDC102B"
"FOXP3","NHEJ1"
"FOXP3","ZBTB3"
"FOXP3","RNF122"
"FOXP3","CSPP1"
"FOXP3","FLJ13224"
"FOXP3","FLJ21369"
"FOXP3","TREML2"
"FOXP3","RPAP2"
"FOXP3","RIN3"
"FOXP3","MCMBP"
"FOXP3","ATP8B4"
"FOXP3","PRR5L"
"FOXP3","FLJ11710"
"FOXP3","ATAD5"
"FOXP3","SPEF2"
"FOXP3","TNIP3"
"FOXP3","KIAA0319L"
"FOXP3","CNTNAP3"
"FOXP3","L2HGDH"
"FOXP3","C10orf81"
"FOXP3","NOL10"
"FOXP3","ERMP1"
"FOXP3","DENND2D"
"FOXP3","ATAT1"
"FOXP3","WLS"
"FOXP3","C7orf58"
"FOXP3","PLEKHH3"
"FOXP3","OBFC1"
"FOXP3","GREB1L"
"FOXP3","PCNXL2"
"FOXP3","TMEM156"
"FOXP3","RMI1"
"FOXP3","PHC3"
"FOXP3","FAM188A"
"FOXP3","C14orf159"
"FOXP3","NAA25"
"FOXP3","PANK2"
"FOXP3","ANP32A-IT1"
