"transcription_factor","target_gene"
"STAT2","IRF7"
"STAT2","MYC"
"STAT2","PIM1"
"STAT2","SOCS1"
"STAT2","SOCS4"
"STAT2","SOCS5"
"STAT2","SOCS7"
"STAT2","PIAS4"
"STAT2","PPP2CA"
"STAT2","PPP2CB"
"STAT2","PPP2R1A"
"STAT2","PPP2R1B"
"STAT2","PPP2R2A"
"STAT2","PPP2R2B"
"STAT2","PPP2R2C"
"STAT2","PPP2R2D"
"STAT2","TYK2"
"STAT2","APOE"
"STAT2","SOCS2"
"STAT2","SOCS3"
"STAT2","CCND1"
"STAT2","CCL2"
"STAT2","IFIT3"
"STAT2","IFNA1"
"STAT2","IRF1"
"STAT2","NOS2"
"STAT2","PML"
"STAT2","PTGS2"
"STAT2","RCAN1"
"STAT2","SCARB1"
"STAT2","SCARB2"
"STAT2","STAT1"
"STAT3","CSRP1"
"STAT3","CYP19A1"
"STAT3","EHHADH"
"STAT3","EXOC3"
"STAT3","FAS"
"STAT3","FASN"
"STAT3","FIGF"
"STAT3","FOS"
"STAT3","HMOX1"
"STAT3","HSP90AA2"
"STAT3","HSP90AB1"
"STAT3","IGF1"
"STAT3","IL10"
"STAT3","IL2RA"
"STAT3","IL6"
"STAT3","IL6ST"
"STAT3","JAK3"
"STAT3","KIAA0146"
"STAT3","LBP"
"STAT3","MCL1"
"STAT3","MIA2"
"STAT3","MUC1"
"STAT3","MUC4"
"STAT3","NOL3"
"STAT3","NOS2"
"STAT3","OXTR"
"STAT3","PGF"
"STAT3","PIM2"
"STAT3","PPARGC1A"
"STAT3","PRF1"
"STAT3","PTTG1IP"
"STAT3","REG1A"
"STAT3","RORA"
"STAT3","SOCS4"
"STAT3","SOCS5"
"STAT3","SOCS7"
"STAT3","SOS1"
"STAT3","SOCS3"
"STAT3","BCL2L1"
"STAT3","CCL2"
"STAT3","CCND1"
"STAT3","CCND3"
"STAT3","FCGR1A"
"STAT3","VEGFC"
"STAT3","JUN"
"STAT3","MYC"
"STAT3","OSM"
"STAT3","PIM1"
"STAT3","SOCS1"
"STAT3","SOCS2"
"STAT3","TNF"
"STAT3","VEGFA"
"STAT3","VIP"
"STAT3","PRKAB2"
"STAT3","PRKAG1"
"STAT3","PRKAG2"
"STAT3","PRKAG3"
"STAT3","TYK2"
"STAT3","STRA13"
"STAT3","CISH"
"STAT3","CREBBP"
"STAT3","EP300"
"STAT3","FLT3"
"STAT3","IRF1"
"STAT3","VEGFB"
"STAT3","IRF9"
"STAT3","JAK1"
"STAT3","JAK2"
"STAT3","hsa-miR-181b"
"STAT3","hsa-miR-21"
"STAT3","PRKAB1"
"STAT3","PRKAA2"
"STAT3","PRKAA1"
"STAT3","KIT"
"STAT3","PIAS1"
"STAT3","PIAS2"
"STAT3","PIAS3"
"STAT3","PIAS4"
"STAT3","POMC"
"STAT3","TRH"
"STAT3","TNFRSF8"
"STAT3","TLR2"
"STAT3","A2M"
"STAT3","B3GAT3"
"STAT3","BCL2"
"STAT3","BIRC5"
"STAT3","CCND2"
"STAT3","TIMP3"
"STAT3","TIMP1"
"STAT3","CD40"
"STAT3","CDKN1A"
"STAT3","CEBPB"
"STAT3","CPT1A"
"STAT3","CPT1B"
"STAT3","CPT1C"
"STAT3","ABCA1"
"STAT3","AKAP12"
"STAT3","AKT1"
"STAT3","AR"
"STAT3","BCL6"
"STAT3","CCL11"
"STAT3","CD46"
"STAT3","CDH1"
"STAT3","CDK4"
"STAT3","CDKN1B"
"STAT3","CFB"
"STAT3","CFLAR"
"STAT3","CHI3L1"
"STAT3","COPS5"
"STAT3","CRP"
"STAT3","CTGF"
"STAT3","CXCL8"
"STAT3","CYR61"
"STAT3","DDIT3"
"STAT3","DIRAS3"
"STAT3","DNMT1"
"STAT3","EGFR"
"STAT3","EPAS1"
"STAT3","ESR2"
"STAT3","ETV6"
"STAT3","F2R"
"STAT3","FAAH"
"STAT3","FGF1"
"STAT3","FGF2"
"STAT3","FGG"
"STAT3","FGL1"
"STAT3","GAST"
"STAT3","GFAP"
"STAT3","GREB1"
"STAT3","HAMP"
"STAT3","HGF"
"STAT3","HIF1A"
"STAT3","HP"
"STAT3","HSPA4"
"STAT3","HSPB1"
"STAT3","ICAM1"
"STAT3","IFNAR1"
"STAT3","IFNG"
"STAT3","IKBKE"
"STAT3","IL11"
"STAT3","IL1RN"
"STAT3","IL2"
"STAT3","IL21"
"STAT3","JUNB"
"STAT3","KLF11"
"STAT3","KRT17"
"STAT3","LCAT"
"STAT3","LEP"
"STAT3","LGALS3BP"
"STAT3","LTBP1"
"STAT3","MDC1"
"STAT3","MICA"
"STAT3","MMP1"
"STAT3","MMP10"
"STAT3","MMP14"
"STAT3","MMP2"
"STAT3","MMP3"
"STAT3","MMP7"
"STAT3","MMP9"
"STAT3","MUC5B"
"STAT3","MYD88"
"STAT3","NANOG"
"STAT3","NLK"
"STAT3","NME1"
"STAT3","NOX1"
"STAT3","NOX4"
"STAT3","NOX5"
"STAT3","NR2C2"
"STAT3","OAS1"
"STAT3","OPRM1"
"STAT3","PAX3"
"STAT3","PHB"
"STAT3","POU2F1"
"STAT3","PPARA"
"STAT3","PRDM1"
"STAT3","PROS1"
"STAT3","PSMB5"
"STAT3","PTEN"
"STAT3","PTGS2"
"STAT3","PTPN13"
"STAT3","PTPN6"
"STAT3","ROR1"
"STAT3","S100A11"
"STAT3","S1PR1"
"STAT3","SAA1"
"STAT3","SALL4"
"STAT3","SHH"
"STAT3","STAT1"
"STAT3","STK11"
"STAT3","STS"
"STAT3","TERT"
"STAT3","TGFB1"
"STAT3","TNFRSF10B"
"STAT3","TP53"
"STAT3","TP63"
"STAT3","TWIST1"
"STAT3","TWIST2"
"STAT3","UCP2"
"STAT3","USP7"
"STAT3","VDR"
"STAT3","ZFP36"
"STAT3","CTNNB1"
"STAT3","ESR1"
"STAT3","EIF6"
"STAT3","NOS3"
"STAT3","CD274"
"STAT4","CISH"
"STAT4","SOCS3"
"STAT4","SOCS2"
"STAT4","PIM1"
"STAT4","MYC"
"STAT4","IRF1"
"STAT4","hsa-miR-125b"
"STAT4","hsa-miR-135b"
"STAT4","hsa-miR-21"
"STAT4","TYK2"
"STAT4","PIAS4"
"STAT4","PIAS3"
"STAT4","PIAS2"
"STAT4","PIAS1"
"STAT4","JAK3"
"STAT4","JAK2"
"STAT4","JAK1"
"STAT4","IRF9"
"STAT4","EP300"
"STAT4","SOCS7"
"STAT4","SOCS5"
"STAT4","SOCS4"
"STAT4","SOCS1"
"STAT4","PTTG1IP"
"STAT4","PRF1"
"STAT4","IL2RA"
"STAT4","IFNG"
"STAT4","CCND3"
"STAT4","CCND2"
"STAT4","CCND1"
"STAT4","AICDA"
"STAT4","CREBBP"
"STAT4","NOX1"
"STAT4","NOX4"
"STAT4","S100A4"
"STAT4","TBX21"
"STAT5A","JAK2"
"STAT5A","JAK3"
"STAT5A","KIT"
"STAT5A","PIAS1"
"STAT5A","PIAS2"
"STAT5A","PIAS3"
"STAT5A","PIAS4"
"STAT5A","TYK2"
"STAT5A","CCND1"
"STAT5A","CCND2"
"STAT5A","CCND3"
"STAT5A","PIM1"
"STAT5A","TNF"
"STAT5A","TIMP3"
"STAT5A","SOCS7"
"STAT5A","SOCS5"
"STAT5A","SOCS4"
"STAT5A","SOCS3"
"STAT5A","SOCS2"
"STAT5A","SOCS1"
"STAT5A","RNMT"
"STAT5A","PTTG1IP"
"STAT5A","PRF1"
"STAT5A","PIM2"
"STAT5A","PAX5"
"STAT5A","OSM"
"STAT5A","MYC"
"STAT5A","MUC1"
"STAT5A","MET"
"STAT5A","IL6ST"
"STAT5A","IL6"
"STAT5A","IL2RA"
"STAT5A","IGF1"
"STAT5A","IFNG"
"STAT5A","EXOC3"
"STAT5A","ESR2"
"STAT5A","ESR1"
"STAT5A","EGFR"
"STAT5A","CSN2"
"STAT5A","COPS2"
"STAT5A","CEL"
"STAT5A","CD40"
"STAT5A","BCL2"
"STAT5A","BCL2L1"
"STAT5A","ABL1"
"STAT5A","BCR"
"STAT5A","CISH"
"STAT5A","CREBBP"
"STAT5A","EP300"
"STAT5A","ERBB4"
"STAT5A","FLT3"
"STAT5A","IRF9"
"STAT5A","JAK1"
"STAT5A","BCL6"
"STAT5A","CDKN2B"
"STAT5A","HRH1"
"STAT5A","SP1"
"STAT5A","STK11"
"STAT5A","SUMO1"
"STAT5B","EXOC3"
"STAT5B","ESR2"
"STAT5B","ESR1"
"STAT5B","EGFR"
"STAT5B","CEL"
"STAT5B","CD40"
"STAT5B","CCND2"
"STAT5B","BCL2L1"
"STAT5B","ANGPTL4"
"STAT5B","ERBB4"
"STAT5B","EP300"
"STAT5B","CCND3"
"STAT5B","PIM1"
"STAT5B","PIAS2"
"STAT5B","PIAS1"
"STAT5B","KIT"
"STAT5B","JAK3"
"STAT5B","ABL1"
"STAT5B","BCR"
"STAT5B","CISH"
"STAT5B","CREBBP"
"STAT5B","JAK2"
"STAT5B","JAK1"
"STAT5B","IRF9"
"STAT5B","FLT3"
"STAT5B","BCL6"
"STAT5B","CCND1"
"STAT5B","TYK2"
"STAT5B","PIAS4"
"STAT5B","hsa-miR-16"
"STAT5B","hsa-miR-17"
"STAT5B","hsa-miR-18a"
"STAT5B","hsa-miR-195"
"STAT5B","hsa-miR-19a"
"STAT5B","hsa-miR-19b"
"STAT5B","hsa-miR-20a"
"STAT5B","hsa-miR-92a"
"STAT5B","PIAS3"
"STAT5B","hsa-miR-15b"
"STAT5B","hsa-miR-15a"
"STAT5B","TNF"
"STAT5B","TIMP3"
"STAT5B","SOCS7"
"STAT5B","SOCS5"
"STAT5B","SOCS4"
"STAT5B","SOCS3"
"STAT5B","SOCS2"
"STAT5B","SOCS1"
"STAT5B","RNMT"
"STAT5B","RARA"
"STAT5B","PTTG1IP"
"STAT5B","PRF1"
"STAT5B","PPARG"
"STAT5B","PIM2"
"STAT5B","PAX5"
"STAT5B","OSM"
"STAT5B","MYC"
"STAT5B","MUC1"
"STAT5B","MET"
"STAT5B","IL6ST"
"STAT5B","IL2RA"
"STAT5B","IGF1"
"STAT5B","IFNG"
"STAT6","CCND2"
"STAT6","SOCS7"
"STAT6","SOCS5"
"STAT6","SOCS4"
"STAT6","SOCS1"
"STAT6","PIM1"
"STAT6","MYC"
"STAT6","SOCS3"
"STAT6","CCND3"
"STAT6","CCND1"
"STAT6","BCL2L1"
"STAT6","SOCS2"
"STAT6","CISH"
"STAT6","CREBBP"
"STAT6","EP300"
"STAT6","IRF9"
"STAT6","JAK1"
"STAT6","JAK2"
"STAT6","JAK3"
"STAT6","PIAS1"
"STAT6","PIAS2"
"STAT6","PIAS3"
"STAT6","PIAS4"
"STAT6","TYK2"
"STAT6","ADRA2B"
"STAT6","ALOX12"
"STAT6","ALOX15"
"STAT6","CCL11"
"STAT6","CCL17"
"STAT6","CCL26"
"STAT6","CD40"
"STAT6","CNR1"
"STAT6","COL1A1"
"STAT6","COL1A2"
"STAT6","CXCL8"
"STAT6","CYP2E1"
"STAT6","CYSLTR1"
"STAT6","DUSP1"
"STAT6","EGLN3"
"STAT6","FCER2"
"STAT6","FOS"
"STAT6","FOSB"
"STAT6","HSD3B2"
"STAT6","IL13"
"STAT6","IL1R1"
"STAT6","IL4"
"STAT6","IRF4"
"STAT6","ITGA2B"
"STAT6","OPRM1"
"STAT6","ORMDL3"
"STAT6","PTGS2"
"STAT6","RHOA"
"STAT6","SELE"
"STAT6","SELP"
"STAT6","SIDT1"
"STAT6","SLC26A4"
"STAT6","STAT1"
"STAT6","TLR4"
"STAT6","CDKN2A"
"STAT6","COX2"
"SUFU","GLI1"
"SUFU","SMO"
"SUFU","GLI3"
"SUFU","GLI2"
"TAL1","CDH13"
"TAL1","ALDH1A2"
"TAL1","ANGPT2"
"TAL1","CD34"
"TAL1","EPOR"
"TAL1","ERG"
"TAL1","KRT7"
"TAL1","MYB"
"TAL1","MYCN"
"TAL1","NFKB1"
"TAL1","TERT"
"TAL1","ADCY3"
"TAL1","ARVCF"
"TAL1","C3AR1"
"TAL1","CD7"
"TAL1","DSC3"
"TAL1","PTK2B"
"TAL1","FBN1"
"TAL1","BRF1"
"TAL1","MAP3K4"
"TAL1","MTX1"
"TAL1","MYO1E"
"TAL1","NOS1"
"TAL1","PLCG1"
"TAL1","PPP3CA"
"TAL1","STXBP3"
"TAL1","TRAF3"
"TAL1","UBE2H"
"TAL1","USP34"
"TAL1","CWC27"
"TAL1","LARP4B"
"TAL1","CHST11"
"TAL1","PLEKHO1"
"TAL1","NBAS"
"TAL1","CDH23"
"TAL1","NTNG2"
"TAL1","SSH2"
"TAL1","STRADA"
"TAL1","FCRL1"
"TAL1","RBFOX3"
"TAL1","PGAM5"
"TAL1","PADI6"
"TBL1X","CTNNB1"
"TBL1X","APC"
"TBL1X","APC2"
"TBL1X","MYC"
"TCEB1","EPAS1"
"TCEB1","HIF1A"
"TCEB2","HIF1A"
"TCEB2","EPAS1"
"TCF3","hsa-miR-451"
"TCF3","AICDA"
"TCF3","BBC3"
"TCF3","BTS1"
"TCF3","CD4"
"TCF3","CDH1"
"TCF3","CDK6"
"TCF3","CDKN1A"
"TCF3","CR2"
"TCF3","EXO1"
"TCF3","IL5RA"
"TCF3","INS"
"TCF3","MYC"
"TCF3","POU5F1"
"TCF3","RAG1"
"TCF3","CD38"
"TCF3","CDKN2A"
"TCF3","NFKBIL1"
"TCF3","SCT"
"TCF4","hsa-miR-181a"
"TCF4","hsa-miR-21"
"TCF4","hsa-miR-181b"
"TCF4","ABCB1"
"TCF4","BCL2"
"TCF4","BIRC5"
"TCF4","CCND1"
"TCF4","CD44"
"TCF4","CLEC4C"
"TCF4","CNTNAP2"
"TCF4","DEFA5"
"TCF4","DEFA6"
"TCF4","FST"
"TCF4","HECA"
"TCF4","JUN"
"TCF4","KLF4"
"TCF4","LGR5"
"TCF4","MITF"
"TCF4","MYC"
"TCF4","NOTUM"
"TCF4","NRXN1"
"TCF4","PLD1"
"TCF4","PTEN"
"TCF4","SKP2"
"TCF4","VCAN"
"TCF4","VEGFA"
"TCF4","VIM"
"TCF4","WNT4"
"TCF7","MITF"
"TCF7","JUN"
"TCF7","FOSL1"
"TCF7","CCND3"
"TCF7","CCND2"
"TCF7","CCND1"
"TCF7","MMP7"
"TCF7","MYC"
"TCF7","PPARD"
"TCF7","BIRC5"
"TCF7","CREBBP"
"TCF7","CTBP1"
"TCF7","CTBP2"
"TCF7","CTNNB1"
"TCF7","EP300"
"TCF7","JUP"
"TCF7","NLK"
"TCF7","RUVBL1"
"TCF7","SMAD4"
"TCF7","SOX17"
"TCF7","SNAI2"
"TCF7L1","MYC"
"TCF7L1","BIRC5"
"TCF7L1","CCND1"
"TCF7L1","CCND2"
"TCF7L1","CCND3"
"TCF7L1","FOSL1"
"TCF7L1","JUN"
"TCF7L1","MITF"
"TCF7L1","MMP7"
"TCF7L1","CREBBP"
"TCF7L1","CTBP1"
"TCF7L1","CTBP2"
"TCF7L1","CTNNB1"
"TCF7L1","EP300"
"TCF7L1","JUP"
"TCF7L1","NLK"
"TCF7L1","RUVBL1"
"TCF7L1","SMAD4"
"TCF7L1","SOX17"
"TCF7L1","PPARD"
"TCF7L2","SMAD4"
"TCF7L2","SOX17"
"TCF7L2","NLK"
"TCF7L2","MYC"
"TCF7L2","JUP"
"TCF7L2","EP300"
"TCF7L2","CTNNB1"
"TCF7L2","CTBP2"
"TCF7L2","CTBP1"
"TCF7L2","CREBBP"
"TCF7L2","CCND1"
"TCF7L2","BIRC5"
"TCF7L2","CCND2"
"TCF7L2","CCND3"
"TCF7L2","FOSL1"
"TCF7L2","JUN"
"TCF7L2","MITF"
"TCF7L2","MMP7"
"TCF7L2","PPARD"
"TCF7L2","RUVBL1"
"TCF7L2","ABCB1"
"TCF7L2","ACVRL1"
"TCF7L2","GATA3"
"TCF7L2","GLCE"
"TCF7L2","HECA"
"TCF7L2","WWC1"
"TCF7L2","PTGS2"
"TCF7L2","SNAI2"
"TCF7L2","STARD7"
"TCF7L2","STAT3"
"TCF7L2","PLAUR"
"TFAP2A","PTGS2"
"TFAP2A","RECQL4"
"TFAP2A","SDC4"
"TFAP2A","SERPINE1"
"TFAP2A","SHMT2"
"TFAP2A","SMPD1"
"TFAP2A","SOS1"
"TFAP2A","SPHK1"
"TFAP2A","TSHR"
"TFAP2A","TGFA"
"TFAP2A","VEGFB"
"TFAP2A","TFAP2A"
"TFAP2A","TRIM27"
"TFAP2A","TPO"
"TFAP2A","TPH1"
"TFAP2A","TP73"
"TFAP2A","TOP1"
"TFAP2A","TNF"
"TFAP2A","TK1"
"TFAP2A","TIMP2"
"TFAP2A","TIMP1"
"TFAP2A","THPO"
"TFAP2A","TH"
"TFAP2A","TGFB3"
"TFAP2A","TCN2"
"TFAP2A","TBXAS1"
"TFAP2A","TALDO1"
"TFAP2A","TAF7"
"TFAP2A","SYT1"
"TFAP2A","SYN2"
"TFAP2A","SRMS"
"TFAP2A","SRM"
"TFAP2A","SRC"
"TFAP2A","SPRY2"
"TFAP2A","SP1"
"TFAP2A","SOD1"
"TFAP2A","SNAP91"
"TFAP2A","SLPI"
"TFAP2A","SLC6A4"
"TFAP2A","SLC25A21"
"TFAP2A","SLC19A1"
"TFAP2A","SLC13A4"
"TFAP2A","SLC11A1"
"TFAP2A","SERPINB2"
"TFAP2A","SERPINA3"
"TFAP2A","SEL1L"
"TFAP2A","SCNN1G"
"TFAP2A","RGL3"
"TFAP2A","REV3L"
"TFAP2A","RAD51B"
"TFAP2A","PSG1"
"TFAP2A","PRKCB"
"TFAP2A","PRKCA"
"TFAP2A","PPP4C"
"TFAP2A","POMC"
"TFAP2A","POLD2"
"TFAP2A","POLA2"
"TFAP2A","PLAUR"
"TFAP2A","PLAT"
"TFAP2A","PLA2G4A"
"TFAP2A","PIM1"
"TFAP2A","PGRMC1"
"TFAP2A","PECAM1"
"TFAP2A","PDE5A"
"TFAP2A","PCSK6"
"TFAP2A","PCDHB11"
"TFAP2A","OXTR"
"TFAP2A","OAT"
"TFAP2A","NTRK3"
"TFAP2A","NTRK1"
"TFAP2A","NT5E"
"TFAP2A","NRGN"
"TFAP2A","NRG2"
"TFAP2A","NR3C2"
"TFAP2A","NPY1R"
"TFAP2A","NPR1"
"TFAP2A","NOS3"
"TFAP2A","NOS1"
"TFAP2A","NOL3"
"TFAP2A","NNAT"
"TFAP2A","NME3"
"TFAP2A","NID1"
"TFAP2A","NHLH1"
"TFAP2A","NCL"
"TFAP2A","MYO6"
"TFAP2A","MYC"
"TFAP2A","MYB"
"TFAP2A","MT1A"
"TFAP2A","MMP7"
"TFAP2A","MMP2"
"TFAP2A","MIPEP"
"TFAP2A","MIP"
"TFAP2A","MICA"
"TFAP2A","MGAT3"
"TFAP2A","ME2"
"TFAP2A","MBTPS1"
"TFAP2A","MAN2B1"
"TFAP2A","MADCAM1"
"TFAP2A","LTC4S"
"TFAP2A","LRP8"
"TFAP2A","LHCGR"
"TFAP2A","LAMB1"
"TFAP2A","L1CAM"
"TFAP2A","KRT4"
"TFAP2A","KRT16"
"TFAP2A","KRT14"
"TFAP2A","KIT"
"TFAP2A","KCNA5"
"TFAP2A","KAL1"
"TFAP2A","ITPR1"
"TFAP2A","IMPA2"
"TFAP2A","IL4"
"TFAP2A","IL3"
"TFAP2A","IL2RB"
"TFAP2A","IL13RA2"
"TFAP2A","IL13"
"TFAP2A","IGFBP3"
"TFAP2A","IGFBP2"
"TFAP2A","IGF2"
"TFAP2A","IFNG"
"TFAP2A","HTT"
"TFAP2A","HTR4"
"TFAP2A","HSPB1"
"TFAP2A","HSPA8"
"TFAP2A","HSPA1A"
"TFAP2A","HSD17B4"
"TFAP2A","HSD17B2"
"TFAP2A","HSD17B1"
"TFAP2A","HRH1"
"TFAP2A","HRAS"
"TFAP2A","HPGDS"
"TFAP2A","HOXA4"
"TFAP2A","HOXA2"
"TFAP2A","HOOK2"
"TFAP2A","HMGCS2"
"TFAP2A","HK2"
"TFAP2A","HFE"
"TFAP2A","HEXB"
"TFAP2A","HEXA"
"TFAP2A","HCK"
"TFAP2A","HAL"
"TFAP2A","GUCA2B"
"TFAP2A","GRIN2B"
"TFAP2A","GPX4"
"TFAP2A","GPC3"
"TFAP2A","GNRHR"
"TFAP2A","GNAI2"
"TFAP2A","GM2A"
"TFAP2A","GLI1"
"TFAP2A","GIF"
"TFAP2A","GFAP"
"TFAP2A","GDNF"
"TFAP2A","GCLC"
"TFAP2A","GAST"
"TFAP2A","GALNT3"
"TFAP2A","GALNS"
"TFAP2A","GALC"
"TFAP2A","GAA"
"TFAP2A","FLI1"
"TFAP2A","FGFR3"
"TFAP2A","FBLN1"
"TFAP2A","FASN"
"TFAP2A","F3"
"TFAP2A","F2R"
"TFAP2A","ETS2"
"TFAP2A","ETS1"
"TFAP2A","ERVW-1"
"TFAP2A","ERBB2"
"TFAP2A","EGR1"
"TFAP2A","EGFR"
"TFAP2A","DSG3"
"TFAP2A","DSG1"
"TFAP2A","DRD1"
"TFAP2A","DHX8"
"TFAP2A","DHX34"
"TFAP2A","DEFB104A"
"TFAP2A","DECR1"
"TFAP2A","DBH"
"TFAP2A","CYP3A4"
"TFAP2A","CYP11A1"
"TFAP2A","CXCL5"
"TFAP2A","CTSD"
"TFAP2A","CTF1"
"TFAP2A","CSTA"
"TFAP2A","CRX"
"TFAP2A","COL6A2"
"TFAP2A","CNTN1"
"TFAP2A","CLU"
"TFAP2A","CLN5"
"TFAP2A","CITED1"
"TFAP2A","CHRNA7"
"TFAP2A","CHRNA3"
"TFAP2A","CHRM3"
"TFAP2A","CHGA"
"TFAP2A","CGA"
"TFAP2A","CFTR"
"TFAP2A","CDKN1A"
"TFAP2A","CDH17"
"TFAP2A","CD79A"
"TFAP2A","CD7"
"TFAP2A","CD58"
"TFAP2A","CD36"
"TFAP2A","CD22"
"TFAP2A","CCNB1"
"TFAP2A","CCL3"
"TFAP2A","CCL17"
"TFAP2A","CBS"
"TFAP2A","CALB2"
"TFAP2A","CA9"
"TFAP2A","C1QTNF1"
"TFAP2A","BST1"
"TFAP2A","BFSP2"
"TFAP2A","BACE1"
"TFAP2A","ATP6V1B2"
"TFAP2A","ATP2A2"
"TFAP2A","ATP1A3"
"TFAP2A","ATP12A"
"TFAP2A","ATP10A"
"TFAP2A","AQP2"
"TFAP2A","APOE"
"TFAP2A","APEX1"
"TFAP2A","APC"
"TFAP2A","AMPH"
"TFAP2A","ALPPL2"
"TFAP2A","ALOX5AP"
"TFAP2A","ALOX15"
"TFAP2A","ALDH3A2"
"TFAP2A","AKR1C1"
"TFAP2A","AGA"
"TFAP2A","ADRB1"
"TFAP2A","ADRA2B"
"TFAP2A","ADRA1D"
"TFAP2A","ADRA1A"
"TFAP2A","ADM"
"TFAP2A","ADH6"
"TFAP2A","ACHE"
"TFAP2A","ABCD2"
"TFAP2A","ABCB1"
"TFAP2A","NF1"
"TFAP2A","NQO1"
"TFAP2A","NR3C1"
"TFAP2A","ODC1"
"TFAP2A","PA2G4"
"TFAP2A","PARP1"
"TFAP2A","PDHA1"
"TFAP2A","PENK"
"TFAP2A","PEX3"
"TFAP2A","PFKFB3"
"TFAP2A","POLD1"
"TFAP2A","PPL"
"TFAP2A","PRNP"
"TFAP2A","PTGDS"
"TFAP2A","GH2"
"TFAP2A","VIPR1"
"TFAP2A","VHL"
"TFAP2A","VEGFC"
"TFAP2A","UBTF"
"TFAP2A","UBE2L3"
"TFAP2A","JUP"
"TFAP2A","TNPO1"
"TFAP2A","VEGFA"
"TFAP2A","ACSL3"
"TFAP2A","ADD1"
"TFAP2A","ARSB"
"TFAP2A","ATF2"
"TFAP2A","ATP1A1"
"TFAP2A","ATP2A3"
"TFAP2A","B4GALT5"
"TFAP2A","BCKDHA"
"TFAP2A","BSG"
"TFAP2A","CELSR1"
"TFAP2A","CRABP2"
"TFAP2A","CTNNB1"
"TFAP2A","DDX5"
"TFAP2A","DSG2"
"TFAP2A","ELN"
"TFAP2A","ENG"
"TFAP2A","EXOC3"
"TFAP2A","FAS"
"TFAP2A","FLII"
"TFAP2A","GLUD1"
"TFAP2A","GUCA2A"
"TFAP2A","GUSB"
"TFAP2A","GYG1"
"TFAP2A","HIP1"
"TFAP2A","HMOX1"
"TFAP2A","IFNGR1"
"TFAP2A","IGF1R"
"TFAP2A","IL8"
"TFAP2A","ITGA2"
"TFAP2A","ITGB1"
"TFAP2A","KIF2A"
"TFAP2A","KRT17"
"TFAP2A","KRT5"
"TFAP2A","MAPT"
"TFAP2A","MPG"
"TFAP2A","MTHFR"
"TFAP2A","MTRR"
"TFAP2A","APP"
"TFAP2A","BCL2"
"TFAP2A","BRS3"
"TFAP2A","CD82"
"TFAP2A","CDH1"
"TFAP2A","CGB3"
"TFAP2A","COL1A1"
"TFAP2A","CRYAB"
"TFAP2A","CSH1"
"TFAP2A","DCBLD2"
"TFAP2A","ECM1"
"TFAP2A","FOXA1"
"TFAP2A","HGF"
"TFAP2A","IGFBP5"
"TFAP2A","IMPDH2"
"TFAP2A","KISS1"
"TFAP2A","KLF12"
"TFAP2A","LNPEP"
"TFAP2A","MCAM"
"TFAP2A","MMP9"
"TFAP2A","MUC4"
"TFAP2A","PTEN"
"TFAP2A","PVR"
"TFAP2A","SOD2"
"TFAP2A","SULT1E1"
"TFAP2A","FMR1"
"TFAP2A","KCTD10"
"TFAP2B","IRAK2"
"TFAP2B","DRD1"
"TFAP2B","ADIPOQ"
"TFAP2B","CRYAB"
"TFAP2B","ERBB2"
"TFAP2B","PTGDS"
"TFAP2C","CSTA"
"TFAP2C","ESR1"
"TFAP2C","CDKN1A"
"TFAP2C","CRABP2"
"TFAP2C","ECM1"
"TFAP2C","ERBB2"
"TFAP2C","GPX1"
"TFAP2C","MMP2"
"TFAP2C","RET"
"TFAP2C","SULT1E1"
"TFDP1","SMAD3"
"TFDP1","SMAD2"
"TFDP1","RBL2"
"TFDP1","RBL1"
"TFDP1","RB1"
"TFDP1","CCNE2"
"TFDP1","CCNE1"
"TFDP1","CAV1"
"TFDP1","SMAD4"
"TFDP1","MYC"
"TFDP1","CDK1"
"TFDP1","DHFR"
"TFDP1","MYBL2"
"TFDP1","NRIP1"
"TFDP1","PCNA"
"TFDP1","RRM1"
"TFDP1","TP53"
"TFDP1","TYMS"
"TFDP2","MYC"
"TFDP2","CCNE1"
"TFDP2","RB1"
"TFDP2","RBL1"
"TFDP2","RBL2"
"TFDP2","CCNE2"
"TGFB1","hsa-miR-141"
"TGFB1","hsa-miR-429"
"TGFB1","hsa-miR-29a"
"TGFB1","hsa-miR-27a"
"TGFB1","hsa-miR-24"
"TGFB1","hsa-miR-23a"
"TGFB1","hsa-miR-224"
"TGFB1","hsa-miR-205"
"TGFB1","hsa-miR-200c"
"TGFB1","hsa-miR-200b"
"TGFB1","hsa-miR-200a"
"TGFB1","hsa-miR-194"
"TGFB1","hsa-miR-192"
"TGFB1","hsa-miR-181b"
"TGFB1","hsa-miR-155"
"TGFB1","hsa-miR-146a"
"TGFB1","hsa-miR-143"
"TLR2","hsa-miR-125a"
"TLR2","hsa-miR-146a"
"TLR2","hsa-miR-9"
"TLR4","hsa-miR-9"
"TLR7","hsa-miR-9"
"TLR8","hsa-miR-9"
"TLX1","hsa-miR-92a"
"TLX1","hsa-miR-20a"
"TLX1","ALDH1A1"
"TLX1","hsa-miR-17"
"TLX1","hsa-miR-18a"
"TLX1","hsa-miR-19a"
"TLX1","hsa-miR-19b"
"TLX1","FHL1"
"TLX1","MYC"
"TLX1","NR4A3"
"TLX3","hsa-miR-20a"
"TLX3","hsa-miR-17"
"TLX3","hsa-miR-18a"
"TLX3","hsa-miR-19a"
"TLX3","hsa-miR-19b"
"TLX3","hsa-miR-92a"
"TNF","hsa-miR-31"
