,HMDB,GENE,direction,transport,transport_direction,reversibility
4765,HMDB0060432,ADH6,producing,nan,nan,nan
4766,HMDB0060433,ADH6,degrading,nan,nan,nan
4767,HMDB0002111,ADH6,producing,nan,nan,nan
4768,HMDB0041796,ADH6,producing,nan,nan,nan
4769,HMDB0060451,ADH6,degrading,nan,nan,nan
4770,HMDB0006242,ADH6,producing,nan,nan,nan
4771,HMDB0000318,ADH6,degrading,nan,nan,nan
4772,HMDB0001358,ADH6,producing,nan,nan,nan
4773,HMDB0000305,ADH6,degrading,nan,nan,nan
4774,HMDB0000990,ADH6,producing,nan,nan,nan
4775,HMDB0000108,ADH6,degrading,nan,nan,nan
4776,HMDB0059597,ADH6,producing,nan,nan,nan
4777,HMDB0001487,ADH6,degrading,nan,nan,nan
4778,HMDB0000902,ADH6,degrading,nan,nan,nan
4779,HMDB0000939,DNMT3L,degrading,nan,nan,nan
4780,HMDB0001185,DNMT3L,degrading,nan,nan,nan
4781,HMDB0001429,PTPN11,degrading,nan,nan,nan
4782,HMDB0002111,PTPN11,degrading,nan,nan,nan
4783,HMDB0007788,MOGAT1,degrading,nan,nan,nan
4784,HMDB0001423,MOGAT1,degrading,nan,nan,nan
4785,HMDB0012819,DDC,producing,nan,nan,nan
4786,HMDB0004076,DDC,degrading,nan,nan,nan
4787,HMDB0000870,DDC,producing,nan,nan,nan
4788,HMDB0000177,DDC,degrading,nan,nan,nan
4789,HMDB0000306,DDC,producing,nan,nan,nan
4790,HMDB0000158,DDC,degrading,nan,nan,nan
4791,HMDB0012275,DDC,producing,nan,nan,nan
4792,HMDB0000159,DDC,degrading,nan,nan,nan
4793,HMDB0001967,DDC,producing,nan,nan,nan
4794,HMDB0000303,DDC,producing,nan,nan,nan
4795,HMDB0000929,DDC,degrading,nan,nan,nan
4796,HMDB0000259,DDC,producing,nan,nan,nan
4797,HMDB0000472,DDC,degrading,nan,nan,nan
4798,HMDB0000073,DDC,producing,nan,nan,nan
4799,HMDB0000181,DDC,degrading,nan,nan,nan
4800,HMDB0003948,ACADM,producing,nan,nan,nan
4801,HMDB0006404,ACADM,degrading,nan,nan,nan
4802,HMDB0003944,ACADM,producing,nan,nan,nan
4803,HMDB0002845,ACADM,degrading,nan,nan,nan
4804,HMDB0001493,ACADM,producing,nan,nan,nan
4805,HMDB0001113,ACADM,degrading,nan,nan,nan
4806,HMDB0003946,ACADM,producing,nan,nan,nan
4807,HMDB0001521,ACADM,degrading,nan,nan,nan
4808,HMDB0003712,ACADM,producing,nan,nan,nan
4809,HMDB0003571,ACADM,degrading,nan,nan,nan
4810,HMDB0003949,ACADM,producing,nan,nan,nan
4811,HMDB0001070,ACADM,degrading,nan,nan,nan
4812,HMDB0002054,ACADM,degrading,nan,nan,nan
4813,HMDB0001011,ACADM,degrading,nan,nan,nan
4814,HMDB0001243,ACADM,degrading,nan,nan,nan
4815,HMDB0003945,ACADM,producing,nan,nan,nan
4816,HMDB0001338,ACADM,degrading,nan,nan,nan
4817,HMDB0002009,ACADM,producing,nan,nan,nan
4818,HMDB0001088,ACADM,degrading,nan,nan,nan
4819,HMDB0002307,ACADM,producing,nan,nan,nan
4820,HMDB0001197,ACADM,producing,nan,nan,nan
4821,HMDB0001248,ACADM,degrading,nan,nan,nan
4822,HMDB0001275,ACADM,degrading,nan,nan,nan
4823,HMDB0000234,SRD5A2,degrading,nan,nan,nan
4824,HMDB0002961,SRD5A2,degrading,nan,nan,nan
4825,HMDB0000053,SRD5A2,degrading,nan,nan,nan
4826,HMDB0000899,SRD5A2,degrading,nan,nan,nan
4827,HMDB0000221,SRD5A2,degrading,nan,nan,nan
4828,HMDB0000217,SRD5A2,degrading,nan,nan,nan
4829,HMDB0000187,PSPH,producing,nan,nan,nan
4830,HMDB0000272,PSPH,degrading,nan,nan,nan
4831,HMDB0001429,PSPH,degrading,nan,nan,nan
4832,HMDB0002111,PSPH,degrading,nan,nan,nan
4833,HMDB0002111,HACD4,degrading,nan,nan,nan
4834,HMDB0001429,RECQL5,producing,nan,nan,nan
4835,HMDB0001341,RECQL5,producing,nan,nan,nan
4836,HMDB0002111,RECQL5,degrading,nan,nan,nan
4837,HMDB0000538,RECQL5,degrading,nan,nan,nan
4838,HMDB0002111,SCD,producing,nan,nan,nan
4839,HMDB0001322,SCD,degrading,nan,nan,nan
4840,HMDB0059597,SCD,degrading,nan,nan,nan
4841,HMDB0001377,SCD,degrading,nan,nan,nan
4842,HMDB0001114,SCD,degrading,nan,nan,nan
4843,HMDB0001429,G6PC3,producing,nan,nan,nan
4844,HMDB0000122,G6PC3,producing,nan,nan,nan
4845,HMDB0002111,G6PC3,degrading,nan,nan,nan
4846,HMDB0001401,G6PC3,degrading,nan,nan,nan
4847,HMDB0000285,POLR2J,degrading,nan,nan,nan
4848,HMDB0000082,POLR2J,degrading,nan,nan,nan
4849,HMDB0001273,POLR2J,degrading,nan,nan,nan
4850,HMDB0000250,POLR2J,degrading,nan,nan,nan
4851,HMDB0000538,POLR2J,degrading,nan,nan,nan
4852,HMDB0059597,MDH1,producing,nan,nan,nan
4853,HMDB0059637,MDH1,producing,nan,nan,nan
4854,HMDB0059636,MDH1,degrading,nan,nan,nan
4855,HMDB0001487,MDH1,producing,nan,nan,nan
4856,HMDB0000223,MDH1,producing,nan,nan,nan
4857,HMDB0000902,MDH1,degrading,nan,nan,nan
4858,HMDB0000156,MDH1,degrading,nan,nan,nan
4859,HMDB0001967,SPTLC1,producing,nan,nan,nan
4860,HMDB0001480,SPTLC1,producing,nan,nan,nan
4861,HMDB0001423,SPTLC1,producing,nan,nan,nan
4862,HMDB0000187,SPTLC1,degrading,nan,nan,nan
4863,HMDB0001338,SPTLC1,degrading,nan,nan,nan
4864,HMDB0000221,TECR,degrading,nan,nan,nan
4865,HMDB0000217,TECR,degrading,nan,nan,nan
4866,HMDB0059597,ALDH5A1,producing,nan,nan,nan
4867,HMDB0001487,ALDH5A1,producing,nan,nan,nan
4868,HMDB0000254,ALDH5A1,producing,nan,nan,nan
4869,HMDB0002111,ALDH5A1,degrading,nan,nan,nan
4870,HMDB0000902,ALDH5A1,degrading,nan,nan,nan
4871,HMDB0001259,ALDH5A1,degrading,nan,nan,nan
4872,HMDB0002111,CYP4F12,degrading,nan,nan,nan
4873,HMDB0001377,CYP4F12,degrading,nan,nan,nan
4874,HMDB0001338,ACSL6,producing,nan,nan,nan
4875,HMDB0000220,ACSL6,degrading,nan,nan,nan
4876,HMDB0000250,ACSL6,producing,nan,nan,nan
4877,HMDB0000045,ACSL6,degrading,nan,nan,nan
4878,HMDB0001423,ACSL6,degrading,nan,nan,nan
4879,HMDB0000538,ACSL6,degrading,nan,nan,nan
4880,HMDB0001245,CMPK2,producing,nan,nan,nan
4881,HMDB0001202,CMPK2,degrading,nan,nan,nan
4882,HMDB0001546,CMPK2,producing,nan,nan,nan
4883,HMDB0000095,CMPK2,degrading,nan,nan,nan
4884,HMDB0000295,CMPK2,producing,nan,nan,nan
4885,HMDB0000288,CMPK2,degrading,nan,nan,nan
4886,HMDB0001341,CMPK2,degrading,nan,nan,nan
4887,HMDB0000538,CMPK2,degrading,nan,nan,nan
4888,HMDB0000175,ENTPD5,producing,nan,nan,nan
4889,HMDB0003335,ENTPD5,degrading,nan,nan,nan
4890,HMDB0000288,ENTPD5,producing,nan,nan,nan
4891,HMDB0000295,ENTPD5,degrading,nan,nan,nan
4892,HMDB0001429,ENTPD5,producing,nan,nan,nan
4893,HMDB0001397,ENTPD5,producing,nan,nan,nan
4894,HMDB0002111,ENTPD5,degrading,nan,nan,nan
4895,HMDB0001201,ENTPD5,degrading,nan,nan,nan
4896,HMDB0001429,DHX30,producing,nan,nan,nan
4897,HMDB0001341,DHX30,producing,nan,nan,nan
4898,HMDB0002111,DHX30,degrading,nan,nan,nan
4899,HMDB0000538,DHX30,degrading,nan,nan,nan
4900,HMDB0000250,WARS2,producing,nan,nan,nan
4901,HMDB0000045,WARS2,degrading,nan,nan,nan
4902,HMDB0000929,WARS2,degrading,nan,nan,nan
4903,HMDB0000538,WARS2,degrading,nan,nan,nan
4904,HMDB0000254,RIOX2,degrading,nan,nan,nan
4905,HMDB0001377,RIOX2,degrading,nan,nan,nan
4906,HMDB0000208,RIOX2,degrading,nan,nan,nan
4907,HMDB0000939,TRMT5,degrading,nan,nan,nan
4908,HMDB0001185,TRMT5,degrading,nan,nan,nan
4909,HMDB0001967,ALAS2,producing,nan,nan,nan
4910,HMDB0001423,ALAS2,producing,nan,nan,nan
4911,HMDB0001149,ALAS2,producing,nan,nan,nan
4912,HMDB0000123,ALAS2,degrading,nan,nan,nan
4913,HMDB0001022,ALAS2,degrading,nan,nan,nan
4914,HMDB0001299,MRI1,producing,nan,nan,nan
4915,HMDB0000963,MRI1,degrading,nan,nan,nan
4916,HMDB0000538,MPG,degrading,unknown,unknown,irreversible
4917,HMDB0000250,MPG,producing,unknown,unknown,irreversible
4918,HMDB0000045,MPG,producing,unknown,unknown,irreversible
4919,HMDB0001049,GCLC,producing,nan,nan,nan
4920,HMDB0001429,GCLC,producing,nan,nan,nan
4921,HMDB0001341,GCLC,producing,nan,nan,nan
4922,HMDB0000574,GCLC,degrading,nan,nan,nan
4923,HMDB0000148,GCLC,degrading,nan,nan,nan
4924,HMDB0000538,GCLC,degrading,nan,nan,nan
4925,HMDB0000538,SERPINA2,degrading,unknown,unknown,irreversible
4926,HMDB0001341,SERPINA2,producing,unknown,unknown,irreversible
4927,HMDB0059616,PDSS1,producing,nan,nan,nan
4928,HMDB0000250,PDSS1,producing,nan,nan,nan
4929,HMDB0001347,PDSS1,degrading,nan,nan,nan
4930,HMDB0000961,PDSS1,degrading,nan,nan,nan
4931,HMDB0001429,PUDP,producing,nan,nan,nan
4932,HMDB0000767,PUDP,degrading,nan,nan,nan
4933,HMDB0002111,PUDP,degrading,nan,nan,nan
4934,HMDB0002111,CYP20A1,degrading,nan,nan,nan
4935,HMDB0001377,CYP20A1,degrading,nan,nan,nan
4936,HMDB0001429,MTMR3,degrading,nan,nan,nan
4937,HMDB0002111,MTMR3,degrading,nan,nan,nan
4938,HMDB0001429,CFTR,producing,nan,nan,nan
4939,HMDB0001341,CFTR,producing,nan,nan,nan
4940,HMDB0002111,CFTR,degrading,nan,nan,nan
4941,HMDB0000538,CFTR,degrading,nan,nan,nan
4942,HMDB0001423,CREBBP,degrading,nan,nan,nan
4943,HMDB0001206,CREBBP,degrading,nan,nan,nan
4944,HMDB0001429,DHX38,producing,nan,nan,nan
4945,HMDB0001341,DHX38,producing,nan,nan,nan
4946,HMDB0002111,DHX38,degrading,nan,nan,nan
4947,HMDB0000538,DHX38,degrading,nan,nan,nan
4948,HMDB0001429,INPP5B,degrading,nan,nan,nan
4949,HMDB0002111,INPP5B,degrading,nan,nan,nan
4950,HMDB0060482,SGPL1,producing,nan,nan,nan
4951,HMDB0000277,SGPL1,degrading,nan,nan,nan
4952,HMDB0001551,SGPL1,producing,nan,nan,nan
4953,HMDB0000224,SGPL1,producing,nan,nan,nan
4954,HMDB0001383,SGPL1,degrading,nan,nan,nan
4955,HMDB0059597,ALDH1L2,producing,nan,nan,nan
4956,HMDB0001967,ALDH1L2,producing,nan,nan,nan
4957,HMDB0000221,ALDH1L2,producing,nan,nan,nan
4958,HMDB0001846,ALDH1L2,producing,nan,nan,nan
4959,HMDB0002111,ALDH1L2,degrading,nan,nan,nan
4960,HMDB0000217,ALDH1L2,degrading,nan,nan,nan
4961,HMDB0000972,ALDH1L2,degrading,nan,nan,nan
4962,HMDB0000005,SDSL,producing,nan,nan,nan
4963,HMDB0000167,SDSL,degrading,nan,nan,nan
4964,HMDB0000051,SDSL,producing,nan,nan,nan
4965,HMDB0000243,SDSL,producing,nan,nan,nan
4966,HMDB0000187,SDSL,degrading,nan,nan,nan
4967,HMDB0000939,ASH1L,degrading,nan,nan,nan
4968,HMDB0001185,ASH1L,degrading,nan,nan,nan
4969,HMDB0001406,PARP11,degrading,nan,nan,nan
4970,HMDB0000902,PARP11,degrading,nan,nan,nan
4971,HMDB0030661,UGT1A1,degrading,nan,nan,nan
4972,HMDB0038809,UGT1A1,producing,nan,nan,nan
4973,HMDB0038468,UGT1A1,degrading,nan,nan,nan
4974,HMDB0037441,UGT1A1,degrading,nan,nan,nan
4975,HMDB0039320,UGT1A1,producing,nan,nan,nan
4976,HMDB0037434,UGT1A1,degrading,nan,nan,nan
4977,HMDB0037430,UGT1A1,degrading,nan,nan,nan
4978,HMDB0037425,UGT1A1,degrading,nan,nan,nan
4979,HMDB0037424,UGT1A1,degrading,nan,nan,nan
4980,HMDB0037421,UGT1A1,degrading,nan,nan,nan
4981,HMDB0037419,UGT1A1,degrading,nan,nan,nan
4982,HMDB0037449,UGT1A1,degrading,nan,nan,nan
4983,HMDB0037413,UGT1A1,degrading,nan,nan,nan
4984,HMDB0037412,UGT1A1,degrading,nan,nan,nan
4985,HMDB0037411,UGT1A1,degrading,nan,nan,nan
4986,HMDB0037410,UGT1A1,degrading,nan,nan,nan
4987,HMDB0037409,UGT1A1,degrading,nan,nan,nan
4988,HMDB0037407,UGT1A1,degrading,nan,nan,nan
4989,HMDB0037402,UGT1A1,degrading,nan,nan,nan
4990,HMDB0037400,UGT1A1,degrading,nan,nan,nan
4991,HMDB0011714,UGT1A1,degrading,nan,nan,nan
4992,HMDB0037501,UGT1A1,degrading,nan,nan,nan
4993,HMDB0002655,UGT1A1,degrading,nan,nan,nan
4994,HMDB0032604,UGT1A1,degrading,nan,nan,nan
4995,HMDB0031175,UGT1A1,degrading,nan,nan,nan
4996,HMDB0126386,UGT1A1,degrading,nan,nan,nan
4997,HMDB0035940,UGT1A1,degrading,nan,nan,nan
4998,HMDB0035876,UGT1A1,degrading,nan,nan,nan
4999,HMDB0035527,UGT1A1,degrading,nan,nan,nan
5000,HMDB0035526,UGT1A1,degrading,nan,nan,nan
5001,HMDB0035525,UGT1A1,degrading,nan,nan,nan
5002,HMDB0000258,UGT1A1,degrading,nan,nan,nan
5003,HMDB0035479,UGT1A1,degrading,nan,nan,nan
5004,HMDB0035467,UGT1A1,degrading,nan,nan,nan
5005,HMDB0035466,UGT1A1,degrading,nan,nan,nan
5006,HMDB0035464,UGT1A1,degrading,nan,nan,nan
5007,HMDB0035462,UGT1A1,degrading,nan,nan,nan
5008,HMDB0041661,UGT1A1,degrading,nan,nan,nan
5009,HMDB0035444,UGT1A1,degrading,nan,nan,nan
5010,HMDB0029620,UGT1A1,degrading,nan,nan,nan
5011,HMDB0039904,UGT1A1,producing,nan,nan,nan
5012,HMDB0035435,UGT1A1,degrading,nan,nan,nan
5013,HMDB0035426,UGT1A1,degrading,nan,nan,nan
5014,HMDB0035419,UGT1A1,degrading,nan,nan,nan
5015,HMDB0035421,UGT1A1,degrading,nan,nan,nan
5016,HMDB0000023,UGT1A1,degrading,nan,nan,nan
5017,HMDB0000729,UGT1A1,degrading,nan,nan,nan
5018,HMDB0029226,UGT1A1,degrading,nan,nan,nan
5019,HMDB0038519,UGT1A1,degrading,nan,nan,nan
5020,HMDB0037946,UGT1A1,degrading,nan,nan,nan
5021,HMDB0029457,UGT1A1,degrading,nan,nan,nan
5022,HMDB0001863,UGT1A1,degrading,nan,nan,nan
5023,HMDB0061927,UGT1A1,degrading,nan,nan,nan
5024,HMDB0000892,UGT1A1,degrading,nan,nan,nan
5025,HMDB0014411,UGT1A1,degrading,nan,nan,nan
5026,HMDB0014400,UGT1A1,degrading,nan,nan,nan
5027,HMDB0013886,UGT1A1,degrading,nan,nan,nan
5028,HMDB0013885,UGT1A1,degrading,nan,nan,nan
5029,HMDB0013884,UGT1A1,degrading,nan,nan,nan
5030,HMDB0013883,UGT1A1,degrading,nan,nan,nan
5031,HMDB0013882,UGT1A1,degrading,nan,nan,nan
5032,HMDB0013881,UGT1A1,degrading,nan,nan,nan
5033,HMDB0013880,UGT1A1,degrading,nan,nan,nan
5034,HMDB0000092,UGT1A1,degrading,nan,nan,nan
5035,HMDB0032231,UGT1A1,degrading,nan,nan,nan
5036,HMDB0061087,UGT1A1,degrading,nan,nan,nan
5037,HMDB0013696,UGT1A1,degrading,nan,nan,nan
5038,HMDB0142405,UGT1A1,producing,nan,nan,nan
5039,HMDB0029218,UGT1A1,degrading,nan,nan,nan
5040,HMDB0029222,UGT1A1,producing,nan,nan,nan
5041,HMDB0013695,UGT1A1,degrading,nan,nan,nan
5042,HMDB0000956,UGT1A1,degrading,nan,nan,nan
5043,HMDB0011754,UGT1A1,degrading,nan,nan,nan
5044,HMDB0062590,UGT1A1,degrading,nan,nan,nan
5045,HMDB0035914,UGT1A1,degrading,nan,nan,nan
5046,HMDB0003344,UGT1A1,degrading,nan,nan,nan
5047,HMDB0011743,UGT1A1,degrading,nan,nan,nan
5048,HMDB0005760,UGT1A1,degrading,nan,nan,nan
5049,HMDB0041647,UGT1A1,degrading,nan,nan,nan
5050,HMDB0041654,UGT1A1,degrading,nan,nan,nan
5051,HMDB0041685,UGT1A1,degrading,nan,nan,nan
5052,HMDB0004629,UGT1A1,degrading,nan,nan,nan
5053,HMDB0041692,UGT1A1,degrading,nan,nan,nan
5054,HMDB0041691,UGT1A1,degrading,nan,nan,nan
5055,HMDB0002937,UGT1A1,degrading,nan,nan,nan
5056,HMDB0002899,UGT1A1,degrading,nan,nan,nan
5057,HMDB0002670,UGT1A1,degrading,nan,nan,nan
5058,HMDB0029253,UGT1A1,degrading,nan,nan,nan
5059,HMDB0039427,UGT1A1,degrading,nan,nan,nan
5060,HMDB0001955,UGT1A1,degrading,nan,nan,nan
5061,HMDB0001935,UGT1A1,degrading,nan,nan,nan
5062,HMDB0060921,UGT1A1,degrading,nan,nan,nan
5063,HMDB0060920,UGT1A1,degrading,nan,nan,nan
5064,HMDB0060565,UGT1A1,degrading,nan,nan,nan
5065,HMDB0001925,UGT1A1,degrading,nan,nan,nan
5066,HMDB0029233,UGT1A1,degrading,nan,nan,nan
5067,HMDB0003503,UGT1A1,degrading,nan,nan,nan
5068,HMDB0002149,UGT1A1,degrading,nan,nan,nan
5069,HMDB0029865,UGT1A1,degrading,nan,nan,nan
5070,HMDB0060003,UGT1A1,degrading,nan,nan,nan
5071,HMDB0000913,UGT1A1,degrading,nan,nan,nan
5072,HMDB0000779,UGT1A1,degrading,nan,nan,nan
5073,HMDB0000563,UGT1A1,degrading,nan,nan,nan
5074,HMDB0002643,UGT1A1,degrading,nan,nan,nan
5075,HMDB0033697,UGT1A1,degrading,nan,nan,nan
5076,HMDB0033688,UGT1A1,degrading,nan,nan,nan
5077,HMDB0033683,UGT1A1,degrading,nan,nan,nan
5078,HMDB0000209,UGT1A1,degrading,nan,nan,nan
5079,HMDB0003263,UGT1A1,degrading,nan,nan,nan
5080,HMDB0033682,UGT1A1,degrading,nan,nan,nan
5081,HMDB0041170,UGT1A1,degrading,nan,nan,nan
5082,HMDB0034414,UGT1A1,degrading,nan,nan,nan
5083,HMDB0033672,UGT1A1,degrading,nan,nan,nan
5084,HMDB0034188,UGT1A1,degrading,nan,nan,nan
5085,HMDB0033671,UGT1A1,degrading,nan,nan,nan
5086,HMDB0033669,UGT1A1,degrading,nan,nan,nan
5087,HMDB0033666,UGT1A1,degrading,nan,nan,nan
5088,HMDB0033665,UGT1A1,degrading,nan,nan,nan
5089,HMDB0033663,UGT1A1,degrading,nan,nan,nan
5090,HMDB0003306,UGT1A1,degrading,nan,nan,nan
5091,HMDB0029631,UGT1A1,degrading,nan,nan,nan
5092,HMDB0034051,UGT1A1,degrading,nan,nan,nan
5093,HMDB0037582,UGT1A1,degrading,nan,nan,nan
5094,HMDB0033652,UGT1A1,degrading,nan,nan,nan
5095,HMDB0041651,UGT1A1,degrading,nan,nan,nan
5096,HMDB0041658,UGT1A1,degrading,nan,nan,nan
5097,HMDB0033651,UGT1A1,degrading,nan,nan,nan
5098,HMDB0033624,UGT1A1,degrading,nan,nan,nan
5099,HMDB0033611,UGT1A1,degrading,nan,nan,nan
5100,HMDB0034139,UGT1A1,degrading,nan,nan,nan
5101,HMDB0033588,UGT1A1,degrading,nan,nan,nan
5102,HMDB0037921,UGT1A1,degrading,nan,nan,nan
5103,HMDB0034138,UGT1A1,degrading,nan,nan,nan
5104,HMDB0034042,UGT1A1,degrading,nan,nan,nan
5105,HMDB0002326,UGT1A1,degrading,nan,nan,nan
5106,HMDB0033587,UGT1A1,degrading,nan,nan,nan
5107,HMDB0037408,UGT1A1,degrading,nan,nan,nan
5108,HMDB0033571,UGT1A1,degrading,nan,nan,nan
5109,HMDB0033559,UGT1A1,degrading,nan,nan,nan
5110,HMDB0033538,UGT1A1,degrading,nan,nan,nan
5111,HMDB0033537,UGT1A1,degrading,nan,nan,nan
5112,HMDB0033536,UGT1A1,degrading,nan,nan,nan
5113,HMDB0033535,UGT1A1,degrading,nan,nan,nan
5114,HMDB0033512,UGT1A1,degrading,nan,nan,nan
5115,HMDB0033509,UGT1A1,degrading,nan,nan,nan
5116,HMDB0033506,UGT1A1,degrading,nan,nan,nan
5117,HMDB0000056,UGT1A1,degrading,nan,nan,nan
5118,HMDB0033462,UGT1A1,degrading,nan,nan,nan
5119,HMDB0033431,UGT1A1,degrading,nan,nan,nan
5120,HMDB0033390,UGT1A1,degrading,nan,nan,nan
5121,HMDB0033344,UGT1A1,degrading,nan,nan,nan
5122,HMDB0033343,UGT1A1,degrading,nan,nan,nan
5123,HMDB0033341,UGT1A1,degrading,nan,nan,nan
5124,HMDB0041525,UGT1A1,degrading,nan,nan,nan
5125,HMDB0033324,UGT1A1,degrading,nan,nan,nan
5126,HMDB0033323,UGT1A1,degrading,nan,nan,nan
5127,HMDB0033321,UGT1A1,degrading,nan,nan,nan
5128,HMDB0033315,UGT1A1,degrading,nan,nan,nan
5129,HMDB0033314,UGT1A1,degrading,nan,nan,nan
5130,HMDB0033313,UGT1A1,degrading,nan,nan,nan
5131,HMDB0033312,UGT1A1,degrading,nan,nan,nan
5132,HMDB0033311,UGT1A1,degrading,nan,nan,nan
5133,HMDB0033310,UGT1A1,degrading,nan,nan,nan
5134,HMDB0033309,UGT1A1,degrading,nan,nan,nan
5135,HMDB0038677,UGT1A1,degrading,nan,nan,nan
5136,HMDB0033307,UGT1A1,degrading,nan,nan,nan
5137,HMDB0033305,UGT1A1,degrading,nan,nan,nan
5138,HMDB0033304,UGT1A1,degrading,nan,nan,nan
5139,HMDB0037477,UGT1A1,degrading,nan,nan,nan
5140,HMDB0033299,UGT1A1,degrading,nan,nan,nan
5141,HMDB0033298,UGT1A1,degrading,nan,nan,nan
5142,HMDB0033711,UGT1A1,degrading,nan,nan,nan
5143,HMDB0033294,UGT1A1,degrading,nan,nan,nan
5144,HMDB0033292,UGT1A1,degrading,nan,nan,nan
5145,HMDB0033291,UGT1A1,degrading,nan,nan,nan
5146,HMDB0033290,UGT1A1,degrading,nan,nan,nan
5147,HMDB0033274,UGT1A1,degrading,nan,nan,nan
5148,HMDB0033271,UGT1A1,degrading,nan,nan,nan
5149,HMDB0033264,UGT1A1,degrading,nan,nan,nan
5150,HMDB0126445,UGT1A1,producing,nan,nan,nan
5151,HMDB0126444,UGT1A1,producing,nan,nan,nan
5152,HMDB0029666,UGT1A1,degrading,nan,nan,nan
5153,HMDB0033261,UGT1A1,degrading,nan,nan,nan
5154,HMDB0033255,UGT1A1,degrading,nan,nan,nan
5155,HMDB0033254,UGT1A1,degrading,nan,nan,nan
5156,HMDB0033192,UGT1A1,degrading,nan,nan,nan
5157,HMDB0039972,UGT1A1,degrading,nan,nan,nan
5158,HMDB0029527,UGT1A1,degrading,nan,nan,nan
5159,HMDB0034012,UGT1A1,degrading,nan,nan,nan
5160,HMDB0033692,UGT1A1,degrading,nan,nan,nan
5161,HMDB0002755,UGT1A1,degrading,nan,nan,nan
5162,HMDB0033132,UGT1A1,degrading,nan,nan,nan
5163,HMDB0033099,UGT1A1,degrading,nan,nan,nan
5164,HMDB0040610,UGT1A1,degrading,nan,nan,nan
5165,HMDB0033070,UGT1A1,degrading,nan,nan,nan
5166,HMDB0040609,UGT1A1,degrading,nan,nan,nan
5167,HMDB0033038,UGT1A1,degrading,nan,nan,nan
5168,HMDB0033014,UGT1A1,degrading,nan,nan,nan
5169,HMDB0033986,UGT1A1,degrading,nan,nan,nan
5170,HMDB0059622,UGT1A1,degrading,nan,nan,nan
5171,HMDB0032984,UGT1A1,degrading,nan,nan,nan
5172,HMDB0035227,UGT1A1,degrading,nan,nan,nan
5173,HMDB0030124,UGT1A1,degrading,nan,nan,nan
5174,HMDB0032951,UGT1A1,degrading,nan,nan,nan
5175,HMDB0032944,UGT1A1,degrading,nan,nan,nan
5176,HMDB0029478,UGT1A1,degrading,nan,nan,nan
5177,HMDB0032905,UGT1A1,degrading,nan,nan,nan
5178,HMDB0029483,UGT1A1,degrading,nan,nan,nan
5179,HMDB0032904,UGT1A1,degrading,nan,nan,nan
5180,HMDB0032900,UGT1A1,degrading,nan,nan,nan
5181,HMDB0034133,UGT1A1,degrading,nan,nan,nan
5182,HMDB0032853,UGT1A1,degrading,nan,nan,nan
5183,HMDB0037687,UGT1A1,degrading,nan,nan,nan
5184,HMDB0033422,UGT1A1,degrading,nan,nan,nan
5185,HMDB0032793,UGT1A1,degrading,nan,nan,nan
5186,HMDB0032702,UGT1A1,degrading,nan,nan,nan
5187,HMDB0032696,UGT1A1,degrading,nan,nan,nan
5188,HMDB0034014,UGT1A1,degrading,nan,nan,nan
5189,HMDB0032695,UGT1A1,degrading,nan,nan,nan
5190,HMDB0032665,UGT1A1,degrading,nan,nan,nan
5191,HMDB0032659,UGT1A1,degrading,nan,nan,nan
5192,HMDB0039097,UGT1A1,degrading,nan,nan,nan
5193,HMDB0032641,UGT1A1,degrading,nan,nan,nan
5194,HMDB0029787,UGT1A1,degrading,nan,nan,nan
5195,HMDB0032602,UGT1A1,degrading,nan,nan,nan
5196,HMDB0032590,UGT1A1,degrading,nan,nan,nan
5197,HMDB0032990,UGT1A1,degrading,nan,nan,nan
5198,HMDB0128026,UGT1A1,producing,nan,nan,nan
5199,HMDB0125533,UGT1A1,degrading,nan,nan,nan
5200,HMDB0032114,UGT1A1,degrading,nan,nan,nan
5201,HMDB0033962,UGT1A1,degrading,nan,nan,nan
5202,HMDB0003654,UGT1A1,degrading,nan,nan,nan
5203,HMDB0040986,UGT1A1,degrading,nan,nan,nan
5204,HMDB0031725,UGT1A1,degrading,nan,nan,nan
5205,HMDB0029698,UGT1A1,degrading,nan,nan,nan
5206,HMDB0005809,UGT1A1,degrading,nan,nan,nan
5207,HMDB0032039,UGT1A1,degrading,nan,nan,nan
5208,HMDB0032037,UGT1A1,degrading,nan,nan,nan
5209,HMDB0002434,UGT1A1,degrading,nan,nan,nan
5210,HMDB0000228,UGT1A1,degrading,nan,nan,nan
5211,HMDB0032018,UGT1A1,degrading,nan,nan,nan
5212,HMDB0036264,UGT1A1,producing,nan,nan,nan
5213,HMDB0127744,UGT1A1,producing,nan,nan,nan
5214,HMDB0127743,UGT1A1,producing,nan,nan,nan
5215,HMDB0041679,UGT1A1,degrading,nan,nan,nan
5216,HMDB0127731,UGT1A1,producing,nan,nan,nan
5217,HMDB0029185,UGT1A1,degrading,nan,nan,nan
5218,HMDB0030541,UGT1A1,degrading,nan,nan,nan
5219,HMDB0127728,UGT1A1,producing,nan,nan,nan
5220,HMDB0127727,UGT1A1,producing,nan,nan,nan
5221,HMDB0032007,UGT1A1,degrading,nan,nan,nan
5222,HMDB0032006,UGT1A1,degrading,nan,nan,nan
5223,HMDB0003320,UGT1A1,degrading,nan,nan,nan
5224,HMDB0031996,UGT1A1,degrading,nan,nan,nan
5225,HMDB0037491,UGT1A1,degrading,nan,nan,nan
5226,HMDB0031993,UGT1A1,degrading,nan,nan,nan
