,HMDB,GENE,direction,transport,transport_direction,reversibility
4287,HMDB0000902,MT-ND6,producing,unknown,unknown,irreversible
4288,HMDB0000221,RDH10,producing,nan,nan,nan
4289,HMDB0001358,RDH10,producing,nan,nan,nan
4290,HMDB0000217,RDH10,degrading,nan,nan,nan
4291,HMDB0000305,RDH10,degrading,nan,nan,nan
4292,HMDB0006343,CBS,producing,nan,nan,nan
4293,HMDB0004119,CBS,degrading,nan,nan,nan
4294,HMDB0000574,CBS,producing,nan,nan,nan
4295,HMDB0003276,CBS,degrading,nan,nan,nan
4296,HMDB0002111,CBS,producing,nan,nan,nan
4297,HMDB0000099,CBS,producing,nan,nan,nan
4298,HMDB0000742,CBS,degrading,nan,nan,nan
4299,HMDB0000187,CBS,degrading,nan,nan,nan
4300,HMDB0032905,CES1,producing,nan,nan,nan
4301,HMDB0030551,CES1,degrading,nan,nan,nan
4302,HMDB0030502,CES1,producing,nan,nan,nan
4303,HMDB0030503,CES1,degrading,nan,nan,nan
4304,HMDB0039263,CES1,producing,nan,nan,nan
4305,HMDB0029950,CES1,degrading,nan,nan,nan
4306,HMDB0040504,CES1,producing,nan,nan,nan
4307,HMDB0029908,CES1,degrading,nan,nan,nan
4308,HMDB0029493,CES1,producing,nan,nan,nan
4309,HMDB0029494,CES1,degrading,nan,nan,nan
4310,HMDB0039262,CES1,producing,nan,nan,nan
4311,HMDB0039256,CES1,degrading,nan,nan,nan
4312,HMDB0036630,CES1,producing,nan,nan,nan
4313,HMDB0039246,CES1,degrading,nan,nan,nan
4314,HMDB0039185,CES1,producing,nan,nan,nan
4315,HMDB0039191,CES1,degrading,nan,nan,nan
4316,HMDB0039188,CES1,degrading,nan,nan,nan
4317,HMDB0039184,CES1,producing,nan,nan,nan
4318,HMDB0039187,CES1,degrading,nan,nan,nan
4319,HMDB0039183,CES1,degrading,nan,nan,nan
4320,HMDB0039181,CES1,producing,nan,nan,nan
4321,HMDB0039182,CES1,degrading,nan,nan,nan
4322,HMDB0029965,CES1,producing,nan,nan,nan
4323,HMDB0039354,CES1,producing,nan,nan,nan
4324,HMDB0039180,CES1,degrading,nan,nan,nan
4325,HMDB0030869,CES1,producing,nan,nan,nan
4326,HMDB0039083,CES1,degrading,nan,nan,nan
4327,HMDB0030651,CES1,producing,nan,nan,nan
4328,HMDB0039068,CES1,degrading,nan,nan,nan
4329,HMDB0030745,CES1,producing,nan,nan,nan
4330,HMDB0039058,CES1,degrading,nan,nan,nan
4331,HMDB0038816,CES1,producing,nan,nan,nan
4332,HMDB0038817,CES1,degrading,nan,nan,nan
4333,HMDB0033855,CES1,producing,nan,nan,nan
4334,HMDB0038776,CES1,degrading,nan,nan,nan
4335,HMDB0033987,CES1,producing,nan,nan,nan
4336,HMDB0038773,CES1,degrading,nan,nan,nan
4337,HMDB0038371,CES1,producing,nan,nan,nan
4338,HMDB0038372,CES1,degrading,nan,nan,nan
4339,HMDB0039923,CES1,producing,nan,nan,nan
4340,HMDB0038286,CES1,degrading,nan,nan,nan
4341,HMDB0038009,CES1,producing,nan,nan,nan
4342,HMDB0038011,CES1,degrading,nan,nan,nan
4343,HMDB0038010,CES1,producing,nan,nan,nan
4344,HMDB0038008,CES1,degrading,nan,nan,nan
4345,HMDB0037966,CES1,producing,nan,nan,nan
4346,HMDB0041260,CES1,degrading,nan,nan,nan
4347,HMDB0037968,CES1,producing,nan,nan,nan
4348,HMDB0037965,CES1,degrading,nan,nan,nan
4349,HMDB0002055,CES1,producing,nan,nan,nan
4350,HMDB0037667,CES1,degrading,nan,nan,nan
4351,HMDB0037665,CES1,producing,nan,nan,nan
4352,HMDB0037664,CES1,degrading,nan,nan,nan
4353,HMDB0037649,CES1,degrading,nan,nan,nan
4354,HMDB0037652,CES1,producing,nan,nan,nan
4355,HMDB0037648,CES1,degrading,nan,nan,nan
4356,HMDB0003119,CES1,producing,nan,nan,nan
4357,HMDB0037510,CES1,degrading,nan,nan,nan
4358,HMDB0037384,CES1,degrading,nan,nan,nan
4359,HMDB0037343,CES1,degrading,nan,nan,nan
4360,HMDB0037340,CES1,producing,nan,nan,nan
4361,HMDB0037341,CES1,degrading,nan,nan,nan
4362,HMDB0000355,CES1,producing,nan,nan,nan
4363,HMDB0037336,CES1,producing,nan,nan,nan
4364,HMDB0037337,CES1,degrading,nan,nan,nan
4365,HMDB0037251,CES1,producing,nan,nan,nan
4366,HMDB0037252,CES1,degrading,nan,nan,nan
4367,HMDB0037090,CES1,producing,nan,nan,nan
4368,HMDB0037091,CES1,degrading,nan,nan,nan
4369,HMDB0037079,CES1,producing,nan,nan,nan
4370,HMDB0037080,CES1,degrading,nan,nan,nan
4371,HMDB0036525,CES1,producing,nan,nan,nan
4372,HMDB0036526,CES1,degrading,nan,nan,nan
4373,HMDB0030843,CES1,producing,nan,nan,nan
4374,HMDB0035464,CES1,degrading,nan,nan,nan
4375,HMDB0035463,CES1,degrading,nan,nan,nan
4376,HMDB0035462,CES1,degrading,nan,nan,nan
4377,HMDB0035461,CES1,degrading,nan,nan,nan
4378,HMDB0035460,CES1,degrading,nan,nan,nan
4379,HMDB0035459,CES1,degrading,nan,nan,nan
4380,HMDB0035455,CES1,degrading,nan,nan,nan
4381,HMDB0040501,CES1,producing,nan,nan,nan
4382,HMDB0035454,CES1,degrading,nan,nan,nan
4383,HMDB0035451,CES1,producing,nan,nan,nan
4384,HMDB0035453,CES1,degrading,nan,nan,nan
4385,HMDB0033687,CES1,producing,nan,nan,nan
4386,HMDB0035450,CES1,producing,nan,nan,nan
4387,HMDB0035452,CES1,degrading,nan,nan,nan
4388,HMDB0034147,CES1,degrading,nan,nan,nan
4389,HMDB0041158,CES1,producing,nan,nan,nan
4390,HMDB0033726,CES1,degrading,nan,nan,nan
4391,HMDB0041157,CES1,producing,nan,nan,nan
4392,HMDB0033725,CES1,degrading,nan,nan,nan
4393,HMDB0037582,CES1,producing,nan,nan,nan
4394,HMDB0033652,CES1,degrading,nan,nan,nan
4395,HMDB0033638,CES1,degrading,nan,nan,nan
4396,HMDB0033290,CES1,degrading,nan,nan,nan
4397,HMDB0033261,CES1,degrading,nan,nan,nan
4398,HMDB0033254,CES1,degrading,nan,nan,nan
4399,HMDB0040610,CES1,producing,nan,nan,nan
4400,HMDB0033070,CES1,degrading,nan,nan,nan
4401,HMDB0040609,CES1,producing,nan,nan,nan
4402,HMDB0033038,CES1,degrading,nan,nan,nan
4403,HMDB0039372,CES1,producing,nan,nan,nan
4404,HMDB0033025,CES1,degrading,nan,nan,nan
4405,HMDB0038467,CES1,producing,nan,nan,nan
4406,HMDB0033006,CES1,degrading,nan,nan,nan
4407,HMDB0029483,CES1,producing,nan,nan,nan
4408,HMDB0032904,CES1,degrading,nan,nan,nan
4409,HMDB0005784,CES1,producing,nan,nan,nan
4410,HMDB0000097,CES1,producing,nan,nan,nan
4411,HMDB0032800,CES1,degrading,nan,nan,nan
4412,HMDB0033422,CES1,producing,nan,nan,nan
4413,HMDB0032793,CES1,degrading,nan,nan,nan
4414,HMDB0032720,CES1,degrading,nan,nan,nan
4415,HMDB0000318,CES1,producing,nan,nan,nan
4416,HMDB0005809,CES1,producing,nan,nan,nan
4417,HMDB0032056,CES1,degrading,nan,nan,nan
4418,HMDB0000228,CES1,producing,nan,nan,nan
4419,HMDB0032018,CES1,degrading,nan,nan,nan
4420,HMDB0003320,CES1,producing,nan,nan,nan
4421,HMDB0031996,CES1,degrading,nan,nan,nan
4422,HMDB0031974,CES1,degrading,nan,nan,nan
4423,HMDB0030162,CES1,producing,nan,nan,nan
4424,HMDB0031958,CES1,degrading,nan,nan,nan
4425,HMDB0039625,CES1,producing,nan,nan,nan
4426,HMDB0039178,CES1,producing,nan,nan,nan
4427,HMDB0031745,CES1,degrading,nan,nan,nan
4428,HMDB0031611,CES1,degrading,nan,nan,nan
4429,HMDB0038912,CES1,producing,nan,nan,nan
4430,HMDB0038728,CES1,producing,nan,nan,nan
4431,HMDB0031274,CES1,degrading,nan,nan,nan
4432,HMDB0030815,CES1,degrading,nan,nan,nan
4433,HMDB0030814,CES1,degrading,nan,nan,nan
4434,HMDB0036581,CES1,producing,nan,nan,nan
4435,HMDB0030689,CES1,degrading,nan,nan,nan
4436,HMDB0030666,CES1,degrading,nan,nan,nan
4437,HMDB0030665,CES1,degrading,nan,nan,nan
4438,HMDB0030661,CES1,degrading,nan,nan,nan
4439,HMDB0001875,CES1,producing,nan,nan,nan
4440,HMDB0030641,CES1,degrading,nan,nan,nan
4441,HMDB0000691,CES1,producing,nan,nan,nan
4442,HMDB0033990,CES1,producing,nan,nan,nan
4443,HMDB0030640,CES1,degrading,nan,nan,nan
4444,HMDB0039245,CES1,producing,nan,nan,nan
4445,HMDB0030632,CES1,degrading,nan,nan,nan
4446,HMDB0000509,CES1,producing,nan,nan,nan
4447,HMDB0030593,CES1,degrading,nan,nan,nan
4448,HMDB0030581,CES1,degrading,nan,nan,nan
4449,HMDB0030560,CES1,degrading,nan,nan,nan
4450,HMDB0005807,CES1,producing,nan,nan,nan
4451,HMDB0030559,CES1,degrading,nan,nan,nan
4452,HMDB0060385,CES1,producing,nan,nan,nan
4453,HMDB0060499,CES1,degrading,nan,nan,nan
4454,HMDB0060336,CES1,producing,nan,nan,nan
4455,HMDB0060510,CES1,producing,nan,nan,nan
4456,HMDB0014900,CES1,degrading,nan,nan,nan
4457,HMDB0001967,CES1,producing,nan,nan,nan
4458,HMDB0013036,CES1,producing,nan,nan,nan
4459,HMDB0060405,CES1,producing,nan,nan,nan
4460,HMDB0015233,CES1,degrading,nan,nan,nan
4461,HMDB0000042,CES1,producing,nan,nan,nan
4462,HMDB0059622,CES1,producing,nan,nan,nan
4463,HMDB0032989,CES1,degrading,nan,nan,nan
4464,HMDB0015043,CES1,degrading,unknown,unknown,irreversible
4465,HMDB0003598,CES1,degrading,unknown,unknown,irreversible
4466,HMDB0002111,CES1,degrading,unknown,unknown,irreversible
4467,HMDB0000305,CES1,producing,unknown,unknown,irreversible
4468,HMDB0006406,CES1,producing,unknown,unknown,irreversible
4469,HMDB0001870,CES1,producing,unknown,unknown,irreversible
4470,HMDB0059597,CES1,producing,unknown,unknown,irreversible
4471,HMDB0000250,RABGGTA,degrading,nan,nan,nan
4472,HMDB0004486,RABGGTA,degrading,nan,nan,nan
4473,HMDB0000042,PAFAH1B2,degrading,nan,nan,nan
4474,HMDB0002111,PAFAH1B2,degrading,nan,nan,nan
4475,HMDB0000149,PLD3,degrading,nan,nan,nan
4476,HMDB0000097,PLD3,degrading,nan,nan,nan
4477,HMDB0002111,PLD3,degrading,nan,nan,nan
4478,HMDB0002111,PLOD2,producing,nan,nan,nan
4479,HMDB0001967,PLOD2,producing,nan,nan,nan
4480,HMDB0000254,PLOD2,degrading,nan,nan,nan
4481,HMDB0001377,PLOD2,degrading,nan,nan,nan
4482,HMDB0000208,PLOD2,degrading,nan,nan,nan
4483,HMDB0001121,MTMR2,producing,nan,nan,nan
4484,HMDB0001129,MTMR2,degrading,nan,nan,nan
4485,HMDB0000660,MTMR2,producing,nan,nan,nan
4486,HMDB0006800,MTMR2,degrading,nan,nan,nan
4487,HMDB0000902,MTMR2,producing,nan,nan,nan
4488,HMDB0001429,MTMR2,producing,nan,nan,nan
4489,HMDB0002111,MTMR2,degrading,nan,nan,nan
4490,HMDB0000217,MTMR2,degrading,nan,nan,nan
4491,HMDB0001368,LDHAL6A,producing,nan,nan,nan
4492,HMDB0002127,LDHAL6A,degrading,nan,nan,nan
4493,HMDB0000005,LDHAL6A,producing,nan,nan,nan
4494,HMDB0000008,LDHAL6A,degrading,nan,nan,nan
4495,HMDB0059597,LDHAL6A,producing,nan,nan,nan
4496,HMDB0001487,LDHAL6A,producing,nan,nan,nan
4497,HMDB0000243,LDHAL6A,producing,nan,nan,nan
4498,HMDB0000902,LDHAL6A,degrading,nan,nan,nan
4499,HMDB0000190,LDHAL6A,degrading,nan,nan,nan
4500,HMDB0000131,ABHD12,degrading,nan,nan,nan
4501,HMDB0002111,ABHD12,degrading,nan,nan,nan
4502,HMDB0002111,MTMR9,degrading,unknown,unknown,irreversible
4503,HMDB0001429,MTMR9,producing,unknown,unknown,irreversible
4504,HMDB0060498,UGT1A10,producing,nan,nan,nan
4505,HMDB0060383,UGT1A10,producing,nan,nan,nan
4506,HMDB0041809,UGT1A10,degrading,nan,nan,nan
4507,HMDB0000127,UGT1A10,producing,nan,nan,nan
4508,HMDB0002111,UGT1A10,degrading,nan,nan,nan
4509,HMDB0041937,UGT1A10,producing,nan,nan,nan
4510,HMDB0041936,UGT1A10,producing,nan,nan,nan
4511,HMDB0014440,UGT1A10,degrading,nan,nan,nan
4512,HMDB0060464,UGT1A10,producing,nan,nan,nan
4513,HMDB0004995,UGT1A10,degrading,nan,nan,nan
4514,HMDB0060511,UGT1A10,producing,nan,nan,nan
4515,HMDB0060510,UGT1A10,degrading,nan,nan,nan
4516,HMDB0042049,UGT1A10,producing,nan,nan,nan
4517,HMDB0041796,UGT1A10,degrading,nan,nan,nan
4518,HMDB0006766,UGT1A10,producing,nan,nan,nan
4519,HMDB0000153,UGT1A10,degrading,nan,nan,nan
4520,HMDB0006765,UGT1A10,producing,nan,nan,nan
4521,HMDB0000405,UGT1A10,degrading,nan,nan,nan
4522,HMDB0004482,UGT1A10,producing,nan,nan,nan
4523,HMDB0000010,UGT1A10,degrading,nan,nan,nan
4524,HMDB0004484,UGT1A10,producing,nan,nan,nan
4525,HMDB0000490,UGT1A10,degrading,nan,nan,nan
4526,HMDB0006224,UGT1A10,producing,nan,nan,nan
4527,HMDB0000151,UGT1A10,degrading,nan,nan,nan
4528,HMDB0003141,UGT1A10,producing,nan,nan,nan
4529,HMDB0001852,UGT1A10,degrading,nan,nan,nan
4530,HMDB0003193,UGT1A10,producing,nan,nan,nan
4531,HMDB0000234,UGT1A10,degrading,nan,nan,nan
4532,HMDB0002829,UGT1A10,producing,nan,nan,nan
4533,HMDB0000031,UGT1A10,degrading,nan,nan,nan
4534,HMDB0003325,UGT1A10,producing,nan,nan,nan
4535,HMDB0000054,UGT1A10,degrading,nan,nan,nan
4536,HMDB0004483,UGT1A10,producing,nan,nan,nan
4537,HMDB0000145,UGT1A10,degrading,nan,nan,nan
4538,HMDB0000295,UGT1A10,degrading,nan,nan,nan
4539,HMDB0000935,UGT1A10,degrading,nan,nan,nan
4540,HMDB0002111,CH25H,producing,nan,nan,nan
4541,HMDB0006247,CH25H,degrading,nan,nan,nan
4542,HMDB0001377,CH25H,degrading,nan,nan,nan
4543,HMDB0000067,CH25H,degrading,nan,nan,nan
4544,HMDB0001429,ATP13A4,producing,nan,nan,nan
4545,HMDB0001341,ATP13A4,producing,nan,nan,nan
4546,HMDB0002111,ATP13A4,degrading,nan,nan,nan
4547,HMDB0000538,ATP13A4,degrading,nan,nan,nan
4548,HMDB0001429,PPTC7,degrading,nan,nan,nan
4549,HMDB0002111,PPTC7,degrading,nan,nan,nan
4550,HMDB0002111,ENO2,producing,nan,nan,nan
4551,HMDB0000263,ENO2,producing,nan,nan,nan
4552,HMDB0003391,ENO2,degrading,nan,nan,nan
4553,HMDB0001565,SMPD3,degrading,nan,nan,nan
4554,HMDB0002111,SMPD3,degrading,nan,nan,nan
4555,HMDB0003529,IPPK,producing,nan,nan,nan
4556,HMDB0003502,IPPK,degrading,nan,nan,nan
4557,HMDB0001341,IPPK,degrading,nan,nan,nan
4558,HMDB0000538,IPPK,degrading,nan,nan,nan
4559,HMDB0001429,DQX1,producing,nan,nan,nan
4560,HMDB0001341,DQX1,producing,nan,nan,nan
4561,HMDB0002111,DQX1,degrading,nan,nan,nan
4562,HMDB0000538,DQX1,degrading,nan,nan,nan
4563,HMDB0001314,ADCY7,producing,nan,nan,nan
4564,HMDB0001273,ADCY7,degrading,nan,nan,nan
4565,HMDB0000250,ADCY7,producing,nan,nan,nan
4566,HMDB0000058,ADCY7,producing,nan,nan,nan
4567,HMDB0000538,ADCY7,degrading,nan,nan,nan
4568,HMDB0002215,PCBD1,producing,nan,nan,nan
4569,HMDB0002281,PCBD1,degrading,nan,nan,nan
4570,HMDB0002111,PCBD1,producing,nan,nan,nan
4571,HMDB0000038,PCBD1,degrading,nan,nan,nan
4572,HMDB0060367,ALDH3A1,producing,nan,nan,nan
4573,HMDB0060366,ALDH3A1,degrading,nan,nan,nan
4574,HMDB0060449,ALDH3A1,producing,nan,nan,nan
4575,HMDB0060433,ALDH3A1,degrading,nan,nan,nan
4576,HMDB0042048,ALDH3A1,producing,nan,nan,nan
4577,HMDB0060451,ALDH3A1,degrading,nan,nan,nan
4578,HMDB0002820,ALDH3A1,producing,nan,nan,nan
4579,HMDB0004181,ALDH3A1,degrading,nan,nan,nan
4580,HMDB0000291,ALDH3A1,producing,nan,nan,nan
4581,HMDB0004061,ALDH3A1,degrading,nan,nan,nan
4582,HMDB0000118,ALDH3A1,producing,nan,nan,nan
4583,HMDB0005175,ALDH3A1,degrading,nan,nan,nan
4584,HMDB0001866,ALDH3A1,producing,nan,nan,nan
4585,HMDB0006242,ALDH3A1,degrading,nan,nan,nan
4586,HMDB0001336,ALDH3A1,producing,nan,nan,nan
4587,HMDB0003791,ALDH3A1,degrading,nan,nan,nan
4588,HMDB0000020,ALDH3A1,producing,nan,nan,nan
4589,HMDB0003767,ALDH3A1,degrading,nan,nan,nan
4590,HMDB0000209,ALDH3A1,producing,nan,nan,nan
4591,HMDB0006236,ALDH3A1,degrading,nan,nan,nan
4592,HMDB0001487,ALDH3A1,producing,nan,nan,nan
4593,HMDB0000056,ALDH3A1,producing,nan,nan,nan
4594,HMDB0000902,ALDH3A1,degrading,nan,nan,nan
4595,HMDB0001106,ALDH3A1,degrading,nan,nan,nan
4596,HMDB0059597,ALDH3A1,producing,nan,nan,nan
4597,HMDB0000221,ALDH3A1,producing,nan,nan,nan
4598,HMDB0000042,ALDH3A1,producing,nan,nan,nan
4599,HMDB0000217,ALDH3A1,degrading,nan,nan,nan
4600,HMDB0000990,ALDH3A1,degrading,nan,nan,nan
4601,HMDB0002111,ALDH3A1,degrading,nan,nan,nan
4602,HMDB0060067,SELENOI,degrading,nan,nan,nan
4603,HMDB0000095,SELENOI,degrading,nan,nan,nan
4604,HMDB0001564,SELENOI,degrading,nan,nan,nan
4605,HMDB0001397,PDE3B,producing,nan,nan,nan
4606,HMDB0001314,PDE3B,degrading,nan,nan,nan
4607,HMDB0000045,PDE3B,producing,nan,nan,nan
4608,HMDB0000058,PDE3B,degrading,nan,nan,nan
4609,HMDB0002111,PDE3B,degrading,nan,nan,nan
4610,HMDB0001423,PPT1,producing,nan,nan,nan
4611,HMDB0001338,PPT1,degrading,nan,nan,nan
4612,HMDB0000220,PPT1,degrading,nan,nan,nan
4613,HMDB0002111,PPT1,degrading,nan,nan,nan
4614,HMDB0000304,GALNTL5,degrading,unknown,unknown,irreversible
4615,HMDB0006219,GALNTL5,producing,unknown,unknown,irreversible
4616,HMDB0000295,GALNTL5,producing,unknown,unknown,irreversible
4617,HMDB0059597,GALNTL5,producing,unknown,unknown,irreversible
4618,HMDB0004243,ALOX12,producing,nan,nan,nan
4619,HMDB0001377,ALOX12,degrading,nan,nan,nan
4620,HMDB0001043,ALOX12,degrading,nan,nan,nan
4621,HMDB0002111,CYP3A43,degrading,nan,nan,nan
4622,HMDB0001377,CYP3A43,degrading,nan,nan,nan
4623,HMDB0011118,MAT1A,producing,nan,nan,nan
4624,HMDB0003966,MAT1A,degrading,nan,nan,nan
4625,HMDB0001185,MAT1A,producing,nan,nan,nan
4626,HMDB0000250,MAT1A,producing,nan,nan,nan
4627,HMDB0001429,MAT1A,producing,nan,nan,nan
4628,HMDB0002111,MAT1A,degrading,nan,nan,nan
4629,HMDB0000696,MAT1A,degrading,nan,nan,nan
4630,HMDB0000538,MAT1A,degrading,nan,nan,nan
4631,HMDB0002111,CYP4X1,degrading,nan,nan,nan
4632,HMDB0001377,CYP4X1,degrading,nan,nan,nan
4633,HMDB0001967,AZIN2,producing,nan,nan,nan
4634,HMDB0001432,AZIN2,producing,nan,nan,nan
4635,HMDB0000517,AZIN2,degrading,nan,nan,nan
4636,HMDB0000781,HYAL1,degrading,nan,nan,nan
4637,HMDB0002111,HYAL1,degrading,nan,nan,nan
4638,HMDB0001429,PDP2,degrading,nan,nan,nan
4639,HMDB0002111,PDP2,degrading,nan,nan,nan
4640,HMDB0006709,MT-ND1,degrading,nan,nan,nan
4641,HMDB0001304,MT-ND1,degrading,nan,nan,nan
4642,HMDB0001072,MT-ND1,degrading,nan,nan,nan
4643,HMDB0002012,MT-ND1,degrading,unknown,unknown,irreversible
4644,HMDB0001487,MT-ND1,degrading,unknown,unknown,irreversible
4645,HMDB0059661,MT-ND1,producing,unknown,unknown,irreversible
4646,HMDB0000902,MT-ND1,producing,unknown,unknown,irreversible
4647,HMDB0000095,PGS1,degrading,nan,nan,nan
4648,HMDB0000126,PGS1,degrading,nan,nan,nan
4649,HMDB0002111,GBA1,degrading,unknown,unknown,irreversible
4650,HMDB0000122,GBA1,producing,unknown,unknown,irreversible
4651,HMDB0002111,MOCS2,degrading,nan,nan,nan
4652,HMDB0059639,MOCS2,degrading,nan,nan,nan
4653,HMDB0000939,SETMAR,degrading,nan,nan,nan
4654,HMDB0001185,SETMAR,degrading,nan,nan,nan
4655,HMDB0001397,PDE1B,producing,nan,nan,nan
4656,HMDB0001314,PDE1B,degrading,nan,nan,nan
4657,HMDB0000045,PDE1B,producing,nan,nan,nan
4658,HMDB0000058,PDE1B,degrading,nan,nan,nan
4659,HMDB0002111,PDE1B,degrading,nan,nan,nan
4660,HMDB0001554,NUDT2,producing,nan,nan,nan
4661,HMDB0000293,NUDT2,producing,nan,nan,nan
4662,HMDB0003834,NUDT2,degrading,nan,nan,nan
4663,HMDB0001340,NUDT2,degrading,nan,nan,nan
4664,HMDB0000288,NUDT2,producing,nan,nan,nan
4665,HMDB0000285,NUDT2,producing,nan,nan,nan
4666,HMDB0006796,NUDT2,degrading,nan,nan,nan
4667,HMDB0000045,NUDT2,producing,nan,nan,nan
4668,HMDB0000538,NUDT2,producing,nan,nan,nan
4669,HMDB0001211,NUDT2,degrading,nan,nan,nan
4670,HMDB0001397,NUDT2,producing,nan,nan,nan
4671,HMDB0001273,NUDT2,degrading,nan,nan,nan
4672,HMDB0002111,NUDT2,degrading,nan,nan,nan
4673,HMDB0001423,HGSNAT,producing,nan,nan,nan
4674,HMDB0060481,HGSNAT,degrading,nan,nan,nan
4675,HMDB0001206,HGSNAT,degrading,nan,nan,nan
4676,HMDB0001275,ACOT2,degrading,nan,nan,nan
4677,HMDB0001043,ACOT2,producing,nan,nan,nan
4678,HMDB0006523,ACOT2,degrading,nan,nan,nan
4679,HMDB0002925,ACOT2,producing,nan,nan,nan
4680,HMDB0003073,ACOT2,producing,nan,nan,nan
4681,HMDB0006368,ACOT2,degrading,nan,nan,nan
4682,HMDB0002183,ACOT2,producing,nan,nan,nan
4683,HMDB0060198,ACOT2,degrading,nan,nan,nan
4684,HMDB0001999,ACOT2,producing,nan,nan,nan
4685,HMDB0060311,ACOT2,degrading,nan,nan,nan
4686,HMDB0001388,ACOT2,producing,nan,nan,nan
4687,HMDB0006290,ACOT2,degrading,nan,nan,nan
4688,HMDB0000673,ACOT2,producing,nan,nan,nan
4689,HMDB0001064,ACOT2,degrading,nan,nan,nan
4690,HMDB0000207,ACOT2,producing,nan,nan,nan
4691,HMDB0001322,ACOT2,degrading,nan,nan,nan
4692,HMDB0002212,ACOT2,producing,nan,nan,nan
4693,HMDB0004258,ACOT2,degrading,nan,nan,nan
4694,HMDB0000827,ACOT2,producing,nan,nan,nan
4695,HMDB0001114,ACOT2,degrading,nan,nan,nan
4696,HMDB0000220,ACOT2,producing,nan,nan,nan
4697,HMDB0001423,ACOT2,producing,nan,nan,nan
4698,HMDB0002111,ACOT2,degrading,nan,nan,nan
4699,HMDB0001338,ACOT2,degrading,nan,nan,nan
4700,HMDB0000295,B4GALT7,degrading,nan,nan,nan
4701,HMDB0000302,B4GALT7,degrading,nan,nan,nan
4702,HMDB0000250,UBE2A,degrading,nan,nan,nan
4703,HMDB0000045,UBE2A,degrading,nan,nan,nan
4704,HMDB0000538,UBE2A,degrading,nan,nan,nan
4705,HMDB0000250,DARS1,producing,nan,nan,nan
4706,HMDB0000045,DARS1,degrading,nan,nan,nan
4707,HMDB0000191,DARS1,degrading,nan,nan,nan
4708,HMDB0000538,DARS1,degrading,nan,nan,nan
4709,HMDB0001388,PLB1,degrading,nan,nan,nan
4710,HMDB0000673,PLB1,degrading,nan,nan,nan
4711,HMDB0059660,PLB1,degrading,nan,nan,nan
4712,HMDB0001043,PLB1,degrading,nan,nan,nan
4713,HMDB0000086,PLB1,degrading,nan,nan,nan
4714,HMDB0002111,PLB1,degrading,nan,nan,nan
4715,HMDB0060431,GSTO1,producing,nan,nan,nan
4716,HMDB0006558,GSTO1,degrading,nan,nan,nan
4717,HMDB0060387,GSTO1,producing,nan,nan,nan
4718,HMDB0060433,GSTO1,degrading,nan,nan,nan
4719,HMDB0060507,GSTO1,producing,nan,nan,nan
4720,HMDB0060344,GSTO1,degrading,nan,nan,nan
4721,HMDB0002500,GSTO1,producing,nan,nan,nan
4722,HMDB0060479,GSTO1,producing,nan,nan,nan
4723,HMDB0059597,GSTO1,degrading,nan,nan,nan
4724,HMDB0060334,GSTO1,degrading,nan,nan,nan
4725,HMDB0060504,GSTO1,producing,nan,nan,nan
4726,HMDB0029593,GSTO1,degrading,nan,nan,nan
4727,HMDB0060343,GSTO1,producing,nan,nan,nan
4728,HMDB0060505,GSTO1,producing,nan,nan,nan
4729,HMDB0060452,GSTO1,degrading,nan,nan,nan
4730,HMDB0002306,GSTO1,producing,nan,nan,nan
4731,HMDB0060342,GSTO1,producing,nan,nan,nan
4732,HMDB0060333,GSTO1,degrading,nan,nan,nan
4733,HMDB0060506,GSTO1,producing,nan,nan,nan
4734,HMDB0060357,GSTO1,degrading,nan,nan,nan
4735,HMDB0060423,GSTO1,producing,nan,nan,nan
4736,HMDB0060438,GSTO1,degrading,nan,nan,nan
4737,HMDB0060391,GSTO1,producing,nan,nan,nan
4738,HMDB0060091,GSTO1,degrading,nan,nan,nan
4739,HMDB0060358,GSTO1,producing,nan,nan,nan
4740,HMDB0060446,GSTO1,degrading,nan,nan,nan
4741,HMDB0060381,GSTO1,producing,nan,nan,nan
4742,HMDB0060448,GSTO1,degrading,nan,nan,nan
4743,HMDB0060326,GSTO1,producing,nan,nan,nan
4744,HMDB0060327,GSTO1,producing,nan,nan,nan
4745,HMDB0060331,GSTO1,degrading,nan,nan,nan
4746,HMDB0060329,GSTO1,producing,nan,nan,nan
4747,HMDB0060330,GSTO1,producing,nan,nan,nan
4748,HMDB0060332,GSTO1,degrading,nan,nan,nan
4749,HMDB0060302,GSTO1,producing,nan,nan,nan
4750,HMDB0060299,GSTO1,producing,nan,nan,nan
4751,HMDB0060301,GSTO1,degrading,nan,nan,nan
4752,HMDB0060300,GSTO1,producing,nan,nan,nan
4753,HMDB0006215,GSTO1,degrading,nan,nan,nan
4754,HMDB0002111,GSTO1,producing,nan,nan,nan
4755,HMDB0012259,GSTO1,producing,nan,nan,nan
4756,HMDB0012258,GSTO1,degrading,nan,nan,nan
4757,HMDB0000044,GSTO1,producing,nan,nan,nan
4758,HMDB0003337,GSTO1,producing,nan,nan,nan
4759,HMDB0001264,GSTO1,degrading,nan,nan,nan
4760,HMDB0000125,GSTO1,degrading,nan,nan,nan
4761,HMDB0060400,ADH6,producing,nan,nan,nan
4762,HMDB0060389,ADH6,degrading,nan,nan,nan
4763,HMDB0060366,ADH6,producing,nan,nan,nan
4764,HMDB0060351,ADH6,degrading,nan,nan,nan
