HMDB,GENE,direction,Source
HMDB0000061,HS3ST6,degrading,Experimental
HMDB0001134,HS3ST3A1,degrading,Experimental
HMDB0000061,HS3ST3A1,degrading,Experimental
HMDB0001134,HS3ST3B1,degrading,Experimental
HMDB0000061,HS3ST3B1,degrading,Experimental
HMDB0000177,HAL,degrading,Experimental
HMDB0000301,HAL,producing,Experimental
HMDB0001014,AMDHD1,degrading,Experimental
HMDB0000854,AMDHD1,producing,Experimental
HMDB0001014,UROC1,degrading,Experimental
HMDB0000301,UROC1,producing,Experimental
HMDB0000538,HK1,degrading,Experimental
HMDB0000143,HK1,degrading,Experimental
HMDB0001341,HK1,producing,Experimental
HMDB0001401,HK1,producing,Experimental
HMDB0000122,HK1,degrading,Experimental
HMDB0000660,HK1,degrading,Experimental
HMDB0003971,HK1,producing,Experimental
HMDB0000169,HK1,degrading,Experimental
HMDB0001078,HK1,producing,Experimental
HMDB0003498,HK1,producing,Experimental
HMDB0003345,HK1,degrading,Experimental
HMDB0001514,HK1,degrading,Experimental
HMDB0001254,HK1,producing,Experimental
HMDB0000538,HK2,degrading,Experimental
HMDB0000143,HK2,degrading,Experimental
HMDB0001341,HK2,producing,Experimental
HMDB0001401,HK2,producing,Experimental
HMDB0000122,HK2,degrading,Experimental
HMDB0000660,HK2,degrading,Experimental
HMDB0003971,HK2,producing,Experimental
HMDB0000169,HK2,degrading,Experimental
HMDB0001078,HK2,producing,Experimental
HMDB0003498,HK2,producing,Experimental
HMDB0003345,HK2,degrading,Experimental
HMDB0001514,HK2,degrading,Experimental
HMDB0001254,HK2,producing,Experimental
HMDB0000538,HK3,degrading,Experimental
HMDB0000143,HK3,degrading,Experimental
HMDB0001341,HK3,producing,Experimental
HMDB0001401,HK3,producing,Experimental
HMDB0000122,HK3,degrading,Experimental
HMDB0000660,HK3,degrading,Experimental
HMDB0003971,HK3,producing,Experimental
HMDB0000169,HK3,degrading,Experimental
HMDB0001078,HK3,producing,Experimental
HMDB0003498,HK3,producing,Experimental
HMDB0003345,HK3,degrading,Experimental
HMDB0001514,HK3,degrading,Experimental
HMDB0001254,HK3,producing,Experimental
HMDB0000538,GCK,degrading,Experimental
HMDB0000122,GCK,degrading,Experimental
HMDB0001341,GCK,producing,Experimental
HMDB0001401,GCK,producing,Experimental
HMDB0003498,GCK,producing,Experimental
HMDB0003345,GCK,degrading,Experimental
HMDB0006215,EPHX1,degrading,Experimental
HMDB0060335,EPHX1,producing,Experimental
HMDB0060301,EPHX1,degrading,Experimental
HMDB0060331,EPHX1,degrading,Experimental
HMDB0060448,EPHX1,degrading,Experimental
HMDB0060446,EPHX1,degrading,Experimental
HMDB0060439,EPHX1,degrading,Experimental
HMDB0060438,EPHX1,producing,Experimental
HMDB0006558,EPHX1,degrading,Experimental
HMDB0060341,EPHX1,degrading,Experimental
HMDB0060517,EPHX1,producing,Experimental
HMDB0060422,EPHX1,degrading,Experimental
HMDB0004264,EPHX2,degrading,Experimental
HMDB0004673,EPHX2,degrading,Experimental
HMDB0002232,EPHX2,degrading,Experimental
HMDB0002190,EPHX2,degrading,Experimental
HMDB0001352,HYI,degrading,Experimental
HMDB0000929,IDO1,degrading,Experimental
HMDB0060485,IDO1,producing,Experimental
HMDB0000472,IDO1,degrading,Experimental
HMDB0004086,IDO1,producing,Experimental
HMDB0000259,IDO1,degrading,Experimental
HMDB0001389,IDO1,degrading,Experimental
HMDB0000929,IDO2,degrading,Experimental
HMDB0060485,IDO2,producing,Experimental
HMDB0000472,IDO2,degrading,Experimental
HMDB0004086,IDO2,producing,Experimental
HMDB0000259,IDO2,degrading,Experimental
HMDB0001389,IDO2,degrading,Experimental
HMDB0001498,INPP5A,degrading,Experimental
HMDB0000968,INPP5A,producing,Experimental
HMDB0001059,INPP5A,degrading,Experimental
HMDB0001143,INPP5A,producing,Experimental
HMDB0001185,ICMT,degrading,Experimental
HMDB0000939,ICMT,degrading,Experimental
HMDB0000193,IDH3A,degrading,Experimental
HMDB0000902,IDH3A,degrading,Experimental
HMDB0000208,IDH3A,producing,Experimental
HMDB0001487,IDH3A,producing,Experimental
HMDB0000193,IDH3B,degrading,Experimental
HMDB0000902,IDH3B,degrading,Experimental
HMDB0000208,IDH3B,producing,Experimental
HMDB0001487,IDH3B,producing,Experimental
HMDB0000193,IDH3G,degrading,Experimental
HMDB0000902,IDH3G,degrading,Experimental
HMDB0000208,IDH3G,producing,Experimental
HMDB0001487,IDH3G,producing,Experimental
HMDB0000193,IDH1,degrading,Experimental
HMDB0000217,IDH1,degrading,Experimental
HMDB0000208,IDH1,producing,Experimental
HMDB0000221,IDH1,producing,Experimental
HMDB0003974,IDH1,degrading,Experimental
HMDB0003974,IDH1,producing,Experimental
HMDB0000193,IDH2,degrading,Experimental
HMDB0000217,IDH2,degrading,Experimental
HMDB0000208,IDH2,producing,Experimental
HMDB0000221,IDH2,producing,Experimental
HMDB0003974,IDH2,degrading,Experimental
HMDB0003974,IDH2,producing,Experimental
HMDB0001347,IDI1,degrading,Experimental
HMDB0001120,IDI1,producing,Experimental
HMDB0001347,IDI2,degrading,Experimental
HMDB0001120,IDI2,producing,Experimental
HMDB0002704,IDUA,degrading,Experimental
HMDB0000538,EIF4A1,degrading,Experimental
HMDB0001341,EIF4A1,producing,Experimental
HMDB0000538,EIF4A2,degrading,Experimental
HMDB0001341,EIF4A2,producing,Experimental
HMDB0000538,EIF4A3,degrading,Experimental
HMDB0001341,EIF4A3,producing,Experimental
HMDB0000538,IFIH1,degrading,Experimental
HMDB0001341,IFIH1,producing,Experimental
HMDB0001273,IRGC,degrading,Experimental
HMDB0001201,IRGC,producing,Experimental
HMDB0000175,IMPDH1,degrading,Experimental
HMDB0000902,IMPDH1,degrading,Experimental
HMDB0001554,IMPDH1,producing,Experimental
HMDB0001487,IMPDH1,producing,Experimental
HMDB0060416,IMPDH1,degrading,Experimental
HMDB0060418,IMPDH1,producing,Experimental
HMDB0000175,IMPDH2,degrading,Experimental
HMDB0000902,IMPDH2,degrading,Experimental
HMDB0001554,IMPDH2,producing,Experimental
HMDB0001487,IMPDH2,producing,Experimental
HMDB0060416,IMPDH2,degrading,Experimental
HMDB0060418,IMPDH2,producing,Experimental
HMDB0000211,IMPA1,degrading,Experimental
HMDB0002985,IMPA1,degrading,Experimental
HMDB0000211,IMPA1,producing,Experimental
HMDB0001313,IMPA1,degrading,Experimental
HMDB0000213,IMPA1,degrading,Experimental
HMDB0000211,IMPA2,degrading,Experimental
HMDB0002985,IMPA2,degrading,Experimental
HMDB0000211,IMPA2,producing,Experimental
HMDB0001313,IMPA2,degrading,Experimental
HMDB0000213,IMPA2,degrading,Experimental
HMDB0000211,IMPAD1,degrading,Experimental
HMDB0000061,IMPAD1,degrading,Experimental
HMDB0000045,IMPAD1,producing,Experimental
HMDB0001134,IMPAD1,degrading,Experimental
HMDB0001003,IMPAD1,producing,Experimental
HMDB0002985,IMPAD1,degrading,Experimental
HMDB0000211,IMPAD1,producing,Experimental
HMDB0001313,IMPAD1,degrading,Experimental
HMDB0000213,IMPAD1,degrading,Experimental
HMDB0001185,INMT,degrading,Experimental
HMDB0000939,INMT,degrading,Experimental
HMDB0000939,INMT,producing,Experimental
HMDB0000303,INMT,degrading,Experimental
HMDB0000259,INMT,degrading,Experimental
HMDB0004369,INMT,producing,Experimental
HMDB0001401,ISYNA1,degrading,Experimental
HMDB0000213,ISYNA1,producing,Experimental
HMDB0000538,INO80,degrading,Experimental
HMDB0001341,INO80,producing,Experimental
HMDB0006235,INPP4A,degrading,Experimental
HMDB0000213,INPP4A,producing,Experimental
HMDB0006235,INPP4B,degrading,Experimental
HMDB0000213,INPP4B,producing,Experimental
HMDB0001498,INPP5K,degrading,Experimental
HMDB0000968,INPP5K,producing,Experimental
HMDB0001059,INPP5K,degrading,Experimental
HMDB0001143,INPP5K,producing,Experimental
HMDB0000968,INPP1,degrading,Experimental
HMDB0001313,INPP1,producing,Experimental
HMDB0001143,INPP1,degrading,Experimental
HMDB0006235,INPP1,producing,Experimental
HMDB0000265,DIO1,degrading,Experimental
HMDB0000248,DIO1,degrading,Experimental
HMDB0000265,DIO2,degrading,Experimental
HMDB0000248,DIO2,degrading,Experimental
HMDB0000265,DIO3,degrading,Experimental
HMDB0000248,DIO3,degrading,Experimental
HMDB0000538,ITPKA,degrading,Experimental
HMDB0001498,ITPKA,degrading,Experimental
HMDB0001341,ITPKA,producing,Experimental
HMDB0001059,ITPKA,producing,Experimental
HMDB0000538,ITPKB,degrading,Experimental
HMDB0001498,ITPKB,degrading,Experimental
HMDB0001341,ITPKB,producing,Experimental
HMDB0001059,ITPKB,producing,Experimental
HMDB0000538,ITPKC,degrading,Experimental
HMDB0001498,ITPKC,degrading,Experimental
HMDB0001341,ITPKC,producing,Experimental
HMDB0001059,ITPKC,producing,Experimental
HMDB0000538,IPMK,degrading,Experimental
HMDB0001498,IPMK,degrading,Experimental
HMDB0001341,IPMK,producing,Experimental
HMDB0004527,IPMK,producing,Experimental
HMDB0004527,IPMK,degrading,Experimental
HMDB0000538,IPPK,degrading,Experimental
HMDB0001341,IPPK,degrading,Experimental
HMDB0003502,IPPK,degrading,Experimental
HMDB0000538,IPPK,producing,Experimental
HMDB0001273,ITPA,degrading,Experimental
HMDB0001397,ITPA,producing,Experimental
HMDB0000285,ITPA,degrading,Experimental
HMDB0000288,ITPA,producing,Experimental
HMDB0000189,ITPA,degrading,Experimental
HMDB0000175,ITPA,producing,Experimental
HMDB0001440,ITPA,degrading,Experimental
HMDB0001044,ITPA,producing,Experimental
HMDB0001191,ITPA,degrading,Experimental
HMDB0001409,ITPA,producing,Experimental
HMDB0000293,ITPA,degrading,Experimental
HMDB0001554,ITPA,producing,Experimental
HMDB0003537,ITPA,degrading,Experimental
HMDB0006555,ITPA,producing,Experimental
HMDB0060416,ITPA,producing,Experimental
HMDB0000538,ITPK1,degrading,Experimental
HMDB0001341,ITPK1,producing,Experimental
HMDB0001143,ITPK1,degrading,Experimental
HMDB0001059,ITPK1,producing,Experimental
HMDB0001187,ITPK1,producing,Experimental
HMDB0001113,IVD,degrading,Experimental
HMDB0001493,IVD,degrading,Experimental
HMDB0001248,IVD,degrading,Experimental
HMDB0001493,IVD,producing,Experimental
HMDB0001197,IVD,producing,Experimental
HMDB0000158,IYD,degrading,Experimental
HMDB0000217,IYD,degrading,Experimental
HMDB0003474,IYD,producing,Experimental
HMDB0000221,IYD,producing,Experimental
HMDB0000538,PFKM,degrading,Experimental
HMDB0000124,PFKM,degrading,Experimental
HMDB0001341,PFKM,producing,Experimental
HMDB0001058,PFKM,producing,Experimental
HMDB0006873,PFKM,degrading,Experimental
HMDB0006872,PFKM,producing,Experimental
HMDB0000082,PFKM,degrading,Experimental
HMDB0001546,PFKM,producing,Experimental
HMDB0000285,PFKM,degrading,Experimental
HMDB0000295,PFKM,producing,Experimental
HMDB0000189,PFKM,degrading,Experimental
HMDB0003335,PFKM,producing,Experimental
HMDB0003971,PFKM,degrading,Experimental
HMDB0000538,PFKL,degrading,Experimental
HMDB0000124,PFKL,degrading,Experimental
HMDB0001341,PFKL,producing,Experimental
HMDB0001058,PFKL,producing,Experimental
HMDB0006873,PFKL,degrading,Experimental
HMDB0006872,PFKL,producing,Experimental
HMDB0000082,PFKL,degrading,Experimental
HMDB0001546,PFKL,producing,Experimental
HMDB0000285,PFKL,degrading,Experimental
HMDB0000295,PFKL,producing,Experimental
HMDB0000189,PFKL,degrading,Experimental
HMDB0003335,PFKL,producing,Experimental
HMDB0003971,PFKL,degrading,Experimental
HMDB0000538,PFKP,degrading,Experimental
HMDB0000124,PFKP,degrading,Experimental
HMDB0001341,PFKP,producing,Experimental
HMDB0001058,PFKP,producing,Experimental
HMDB0006873,PFKP,degrading,Experimental
HMDB0006872,PFKP,producing,Experimental
HMDB0000082,PFKP,degrading,Experimental
HMDB0001546,PFKP,producing,Experimental
HMDB0000285,PFKP,degrading,Experimental
HMDB0000295,PFKP,producing,Experimental
HMDB0000189,PFKP,degrading,Experimental
HMDB0003335,PFKP,producing,Experimental
HMDB0003971,PFKP,degrading,Experimental
HMDB0000538,AK1,degrading,Experimental
HMDB0000045,AK1,degrading,Experimental
HMDB0001341,AK1,producing,Experimental
HMDB0000905,AK1,degrading,Experimental
HMDB0001508,AK1,producing,Experimental
HMDB0000538,AK2,degrading,Experimental
HMDB0000045,AK2,degrading,Experimental
HMDB0001341,AK2,producing,Experimental
HMDB0000905,AK2,degrading,Experimental
HMDB0001508,AK2,producing,Experimental
HMDB0000045,AK3,degrading,Experimental
HMDB0001341,AK3,producing,Experimental
HMDB0000285,AK3,degrading,Experimental
HMDB0000295,AK3,producing,Experimental
HMDB0000538,AK4,degrading,Experimental
HMDB0000045,AK4,degrading,Experimental
HMDB0001341,AK4,producing,Experimental
HMDB0000905,AK4,degrading,Experimental
HMDB0001508,AK4,producing,Experimental
HMDB0000538,AK5,degrading,Experimental
HMDB0000045,AK5,degrading,Experimental
HMDB0001341,AK5,producing,Experimental
HMDB0000905,AK5,degrading,Experimental
HMDB0001508,AK5,producing,Experimental
HMDB0000538,TAF9,degrading,Experimental
HMDB0000045,TAF9,degrading,Experimental
HMDB0001341,TAF9,producing,Experimental
HMDB0000538,AK7,degrading,Experimental
HMDB0000045,AK7,degrading,Experimental
HMDB0001341,AK7,producing,Experimental
HMDB0000905,AK7,degrading,Experimental
HMDB0001508,AK7,producing,Experimental
HMDB0000538,AK8,degrading,Experimental
HMDB0000045,AK8,degrading,Experimental
HMDB0001341,AK8,producing,Experimental
HMDB0000684,CCBL1,degrading,Experimental
HMDB0000208,CCBL1,degrading,Experimental
HMDB0000148,CCBL1,producing,Experimental
HMDB0000641,CCBL1,degrading,Experimental
HMDB0000205,CCBL1,degrading,Experimental
HMDB0001552,CCBL1,producing,Experimental
HMDB0000159,CCBL1,producing,Experimental
HMDB0000243,CCBL1,degrading,Experimental
HMDB0011631,CCBL1,degrading,Experimental
HMDB0001553,CCBL1,degrading,Experimental
HMDB0000696,CCBL1,producing,Experimental
HMDB0001206,KAT2A,degrading,Experimental
HMDB0001423,KAT2A,degrading,Experimental
HMDB0001206,KAT2B,degrading,Experimental
HMDB0001423,KAT2B,degrading,Experimental
HMDB0000684,CCBL2,degrading,Experimental
HMDB0000208,CCBL2,degrading,Experimental
HMDB0000148,CCBL2,producing,Experimental
HMDB0000243,CCBL2,degrading,Experimental
HMDB0000119,CCBL2,degrading,Experimental
HMDB0000123,CCBL2,producing,Experimental
HMDB0011631,CCBL2,degrading,Experimental
HMDB0001553,CCBL2,degrading,Experimental
HMDB0000696,CCBL2,producing,Experimental
HMDB0001206,KAT5,degrading,Experimental
HMDB0001423,KAT5,degrading,Experimental
HMDB0001206,KAT6A,degrading,Experimental
HMDB0001423,KAT6A,degrading,Experimental
HMDB0001206,KAT6B,degrading,Experimental
HMDB0001423,KAT6B,degrading,Experimental
HMDB0001206,KAT7,degrading,Experimental
HMDB0001423,KAT7,degrading,Experimental
HMDB0001206,KAT8,degrading,Experimental
HMDB0001423,KAT8,degrading,Experimental
HMDB0000538,KATNAL1,degrading,Experimental
HMDB0001341,KATNAL1,producing,Experimental
HMDB0000538,KATNAL2,degrading,Experimental
HMDB0001341,KATNAL2,producing,Experimental
HMDB0001206,GCAT,degrading,Experimental
HMDB0000123,GCAT,degrading,Experimental
HMDB0001423,GCAT,producing,Experimental
HMDB0006454,GCAT,producing,Experimental
HMDB0000538,CKB,degrading,Experimental
HMDB0000064,CKB,degrading,Experimental
HMDB0001341,CKB,producing,Experimental
HMDB0001511,CKB,producing,Experimental
HMDB0000538,CKM,degrading,Experimental
HMDB0000064,CKM,degrading,Experimental
HMDB0001341,CKM,producing,Experimental
HMDB0001511,CKM,producing,Experimental
HMDB0000538,CKMT2,degrading,Experimental
HMDB0000064,CKMT2,degrading,Experimental
HMDB0001341,CKMT2,producing,Experimental
HMDB0001511,CKMT2,producing,Experimental
HMDB0000538,CKMT1A,degrading,Experimental
HMDB0000064,CKMT1A,degrading,Experimental
HMDB0001341,CKMT1A,producing,Experimental
HMDB0001511,CKMT1A,producing,Experimental
HMDB0000538,CMPK1,degrading,Experimental
HMDB0001341,CMPK1,degrading,Experimental
HMDB0000288,CMPK1,degrading,Experimental
HMDB0001341,CMPK1,producing,Experimental
HMDB0000295,CMPK1,producing,Experimental
HMDB0000095,CMPK1,degrading,Experimental
HMDB0001546,CMPK1,producing,Experimental
HMDB0001202,CMPK1,degrading,Experimental
HMDB0001245,CMPK1,producing,Experimental
HMDB0000208,KDM2A,degrading,Experimental
HMDB0000254,KDM2A,degrading,Experimental
HMDB0001426,KDM2A,producing,Experimental
HMDB0000208,KDM2B,degrading,Experimental
HMDB0000254,KDM2B,degrading,Experimental
HMDB0001426,KDM2B,producing,Experimental
HMDB0000208,KDM8,degrading,Experimental
HMDB0000254,KDM8,degrading,Experimental
HMDB0001426,KDM8,producing,Experimental
HMDB0000269,KDSR,degrading,Experimental
HMDB0000217,KDSR,degrading,Experimental
HMDB0001480,KDSR,producing,Experimental
HMDB0000221,KDSR,producing,Experimental
HMDB0060485,AFMID,degrading,Experimental
HMDB0000142,AFMID,producing,Experimental
HMDB0000684,AFMID,producing,Experimental
HMDB0004089,AFMID,degrading,Experimental
HMDB0001123,AFMID,producing,Experimental
HMDB0004086,AFMID,degrading,Experimental
HMDB0012819,AFMID,producing,Experimental
HMDB0000538,GUK1,degrading,Experimental
HMDB0001397,GUK1,degrading,Experimental
HMDB0001341,GUK1,producing,Experimental
HMDB0001201,GUK1,producing,Experimental
HMDB0001044,GUK1,degrading,Experimental
HMDB0000960,GUK1,producing,Experimental
HMDB0000538,KHK,degrading,Experimental
HMDB0000660,KHK,degrading,Experimental
HMDB0001341,KHK,producing,Experimental
HMDB0060467,KHK,producing,Experimental
HMDB0003219,KHK,degrading,Experimental
HMDB0060509,KHK,producing,Experimental
HMDB0000538,MVK,degrading,Experimental
HMDB0000227,MVK,degrading,Experimental
HMDB0001341,MVK,producing,Experimental
HMDB0001343,MVK,producing,Experimental
HMDB0000538,TK1,degrading,Experimental
HMDB0000273,TK1,degrading,Experimental
HMDB0001341,TK1,producing,Experimental
HMDB0001227,TK1,producing,Experimental
HMDB0000012,TK1,degrading,Experimental
HMDB0001409,TK1,producing,Experimental
HMDB0014467,TK1,degrading,Experimental
HMDB0000538,TK2,degrading,Experimental
HMDB0000273,TK2,degrading,Experimental
HMDB0001341,TK2,producing,Experimental
HMDB0001227,TK2,producing,Experimental
HMDB0000012,TK2,degrading,Experimental
HMDB0001409,TK2,producing,Experimental
HMDB0014467,TK2,degrading,Experimental
HMDB0000127,KL,degrading,Experimental
HMDB0000684,KMO,degrading,Experimental
HMDB0000221,KMO,degrading,Experimental
HMDB0011631,KMO,producing,Experimental
HMDB0000217,KMO,producing,Experimental
HMDB0000538,PKM,degrading,Experimental
HMDB0000243,PKM,degrading,Experimental
HMDB0001341,PKM,producing,Experimental
HMDB0000263,PKM,producing,Experimental
HMDB0001273,PKM,degrading,Experimental
HMDB0001201,PKM,producing,Experimental
HMDB0001532,PKM,degrading,Experimental
HMDB0001508,PKM,producing,Experimental
HMDB0001440,PKM,degrading,Experimental
HMDB0000960,PKM,producing,Experimental
HMDB0000263,PKM,degrading,Experimental
HMDB0000538,PKLR,degrading,Experimental
HMDB0000243,PKLR,degrading,Experimental
HMDB0001341,PKLR,producing,Experimental
HMDB0000263,PKLR,producing,Experimental
HMDB0001273,PKLR,degrading,Experimental
HMDB0001201,PKLR,producing,Experimental
HMDB0001532,PKLR,degrading,Experimental
HMDB0001508,PKLR,producing,Experimental
HMDB0001440,PKLR,degrading,Experimental
HMDB0000960,PKLR,producing,Experimental
HMDB0000263,PKLR,degrading,Experimental
HMDB0000538,DTYMK,degrading,Experimental
HMDB0001227,DTYMK,degrading,Experimental
HMDB0001341,DTYMK,producing,Experimental
HMDB0001274,DTYMK,producing,Experimental
HMDB0001409,DTYMK,degrading,Experimental
HMDB0001000,DTYMK,producing,Experimental
HMDB0000538,KATNA1,degrading,Experimental
HMDB0001341,KATNA1,producing,Experimental
HMDB0000684,KYNU,degrading,Experimental
HMDB0001123,KYNU,producing,Experimental
HMDB0000161,KYNU,producing,Experimental
HMDB0011631,KYNU,degrading,Experimental
HMDB0001476,KYNU,producing,Experimental
HMDB0060485,KYNU,degrading,Experimental
HMDB0004089,KYNU,producing,Experimental
HMDB0000208,L2HGDH,degrading,Experimental
HMDB0059655,L2HGDH,degrading,Experimental
HMDB0001248,L2HGDH,degrading,Experimental
HMDB0000208,L2HGDH,producing,Experimental
HMDB0001197,L2HGDH,producing,Experimental
HMDB0000302,LALBA,degrading,Experimental
HMDB0000122,LALBA,degrading,Experimental
HMDB0000295,LALBA,producing,Experimental
HMDB0041627,LALBA,producing,Experimental
HMDB0001423,LCLAT1,degrading,Experimental
HMDB0001185,LCMT1,degrading,Experimental
HMDB0000939,LCMT1,degrading,Experimental
HMDB0000190,LDHAL6A,degrading,Experimental
HMDB0000902,LDHAL6A,degrading,Experimental
HMDB0000243,LDHAL6A,producing,Experimental
HMDB0001487,LDHAL6A,producing,Experimental
HMDB0000008,LDHAL6A,degrading,Experimental
HMDB0000005,LDHAL6A,producing,Experimental
HMDB0002127,LDHAL6A,degrading,Experimental
HMDB0001368,LDHAL6A,producing,Experimental
HMDB0000190,LDHAL6B,degrading,Experimental
HMDB0000902,LDHAL6B,degrading,Experimental
HMDB0000243,LDHAL6B,producing,Experimental
HMDB0001487,LDHAL6B,producing,Experimental
HMDB0000008,LDHAL6B,degrading,Experimental
HMDB0000005,LDHAL6B,producing,Experimental
HMDB0002127,LDHAL6B,degrading,Experimental
HMDB0001368,LDHAL6B,producing,Experimental
HMDB0000190,LDHA,degrading,Experimental
HMDB0000902,LDHA,degrading,Experimental
HMDB0000243,LDHA,producing,Experimental
HMDB0001487,LDHA,producing,Experimental
HMDB0000008,LDHA,degrading,Experimental
HMDB0000005,LDHA,producing,Experimental
HMDB0002127,LDHA,degrading,Experimental
HMDB0001368,LDHA,producing,Experimental
HMDB0000190,LDHB,degrading,Experimental
HMDB0000902,LDHB,degrading,Experimental
HMDB0000243,LDHB,producing,Experimental
HMDB0001487,LDHB,producing,Experimental
HMDB0000008,LDHB,degrading,Experimental
HMDB0000005,LDHB,producing,Experimental
HMDB0002127,LDHB,degrading,Experimental
HMDB0001368,LDHB,producing,Experimental
HMDB0000190,LDHC,degrading,Experimental
HMDB0000902,LDHC,degrading,Experimental
HMDB0000243,LDHC,producing,Experimental
HMDB0001487,LDHC,producing,Experimental
HMDB0000008,LDHC,degrading,Experimental
HMDB0000005,LDHC,producing,Experimental
HMDB0002127,LDHC,degrading,Experimental
HMDB0001368,LDHC,producing,Experimental
HMDB0001311,LDHD,degrading,Experimental
HMDB0000243,LDHD,degrading,Experimental
HMDB0001066,GLO1,degrading,Experimental
HMDB0000125,GLO1,producing,Experimental
HMDB0001185,LIAS,degrading,Experimental
HMDB0000696,LIAS,degrading,Experimental
HMDB0001983,LIAS,producing,Experimental
HMDB0001983,LIAS,degrading,Experimental
HMDB0000067,LIPA,degrading,Experimental
HMDB0007788,LIPC,degrading,Experimental
HMDB0007788,LIPG,degrading,Experimental
HMDB0007788,LIPF,degrading,Experimental
HMDB0007788,LPL,degrading,Experimental
HMDB0000131,LPL,degrading,Experimental
HMDB0007788,PNLIP,degrading,Experimental
HMDB0007788,PNLIPRP2,degrading,Experimental
HMDB0007788,PNLIPRP3,degrading,Experimental
HMDB0007788,LIPE,degrading,Experimental
HMDB0000131,LIPE,degrading,Experimental
HMDB0000045,LIPT1,degrading,Experimental
HMDB0001337,LTA4H,degrading,Experimental
HMDB0001085,LTA4H,producing,Experimental
HMDB0001043,ALOX12,degrading,Experimental
HMDB0004243,ALOX12,producing,Experimental
HMDB0001043,ALOX15,degrading,Experimental
HMDB0004244,ALOX15,producing,Experimental
HMDB0000673,ALOX15,degrading,Experimental
HMDB0003871,ALOX15,producing,Experimental
HMDB0001043,ALOX5,degrading,Experimental
HMDB0001193,ALOX5,producing,Experimental
HMDB0001193,ALOX5,degrading,Experimental
HMDB0001337,ALOX5,producing,Experimental
HMDB0041627,LCT,degrading,Experimental
HMDB0003449,LCT,producing,Experimental
HMDB0000122,LCT,producing,Experimental
HMDB0003345,LCT,producing,Experimental
HMDB0000122,LCT,degrading,Experimental
HMDB0001383,PPAP2A,degrading,Experimental
HMDB0000269,PPAP2A,producing,Experimental
HMDB0000277,PPAP2A,degrading,Experimental
HMDB0000252,PPAP2A,producing,Experimental
HMDB0001383,PPAP2C,degrading,Experimental
HMDB0000269,PPAP2C,producing,Experimental
HMDB0000277,PPAP2C,degrading,Experimental
HMDB0000252,PPAP2C,producing,Experimental
HMDB0001383,PPAP2B,degrading,Experimental
HMDB0000269,PPAP2B,producing,Experimental
HMDB0000277,PPAP2B,degrading,Experimental
HMDB0000252,PPAP2B,producing,Experimental
HMDB0000086,ASPG,degrading,Experimental
HMDB0000168,ASPG,degrading,Experimental
HMDB0000191,ASPG,producing,Experimental
HMDB0000042,ASPG,degrading,Experimental
HMDB0000086,CLC,degrading,Experimental
HMDB0000305,LRAT,degrading,Experimental
HMDB0006216,LRAT,degrading,Experimental
HMDB0060338,LRAT,degrading,Experimental
HMDB0000125,LTC4S,degrading,Experimental
HMDB0001337,LTC4S,degrading,Experimental
HMDB0001198,LTC4S,producing,Experimental
HMDB0001043,ALOX15B,degrading,Experimental
HMDB0004244,ALOX15B,producing,Experimental
HMDB0000163,GAA,degrading,Experimental
HMDB0003345,GAA,producing,Experimental
HMDB0000258,GAA,degrading,Experimental
HMDB0000660,GAA,producing,Experimental
HMDB0000122,GAA,producing,Experimental
HMDB0000220,LYPLA1,degrading,Experimental
HMDB0000086,LYPLA1,degrading,Experimental
HMDB0059660,LYPLA1,degrading,Experimental
HMDB0000220,LYPLA2,degrading,Experimental
HMDB0000538,MOV10L1,degrading,Experimental
HMDB0001341,MOV10L1,producing,Experimental
HMDB0000092,DMGDH,degrading,Experimental
HMDB0000271,DMGDH,degrading,Experimental
HMDB0001426,DMGDH,producing,Experimental
HMDB0000169,MAN1A1,degrading,Experimental
HMDB0000169,MAN1A2,degrading,Experimental
HMDB0000169,MAN1B1,degrading,Experimental
HMDB0000169,MAN1C1,degrading,Experimental
HMDB0000169,MAN2A1,degrading,Experimental
HMDB0000169,MAN2A2,degrading,Experimental
HMDB0000169,MAN2B1,degrading,Experimental
HMDB0000169,MAN2B2,degrading,Experimental
HMDB0002052,GSTZ1,degrading,Experimental
HMDB0001268,GSTZ1,producing,Experimental
HMDB0000125,GSTZ1,degrading,Experimental
HMDB0000156,ME2,degrading,Experimental
HMDB0000902,ME2,degrading,Experimental
HMDB0000243,ME2,producing,Experimental
HMDB0001487,ME2,producing,Experimental
HMDB0000223,ME2,degrading,Experimental
HMDB0000156,ME3,degrading,Experimental
HMDB0000217,ME3,degrading,Experimental
HMDB0000243,ME3,producing,Experimental
HMDB0000221,ME3,producing,Experimental
HMDB0000223,ME3,degrading,Experimental
HMDB0000156,ME1,degrading,Experimental
HMDB0000217,ME1,degrading,Experimental
HMDB0000243,ME1,producing,Experimental
HMDB0000221,ME1,producing,Experimental
HMDB0000223,ME1,degrading,Experimental
HMDB0001185,MAT2B,degrading,Experimental
HMDB0000538,MAT2B,producing,Experimental
HMDB0000696,MAT2B,producing,Experimental
HMDB0000538,MAT2B,degrading,Experimental
HMDB0003966,MAT2B,degrading,Experimental
HMDB0011118,MAT2B,producing,Experimental
HMDB0001423,MBOAT1,degrading,Experimental
HMDB0001423,MBOAT2,degrading,Experimental
HMDB0001423,LPCAT3,degrading,Experimental
HMDB0001423,MBOAT7,degrading,Experimental
HMDB0000538,MCCC1,degrading,Experimental
