"","source","target","source_genesymbol","target_genesymbol","resource"
"32659","P00747","P25116","Plg","F2r","mouseconsensus"
"32660","P00747","P55085","Plg","F2rl1","mouseconsensus"
"32661","P00747","Q03405","Plg","Plaur","mouseconsensus"
"32662","P00747","Q13797","Plg","Itga9","mouseconsensus"
"32663","P00747","Q8TEW0","Plg","Pard3","mouseconsensus"
"32664","P00747","Q96RI0","Plg","F2rl3","mouseconsensus"
"32665","P01019","P04201","Agt","Mas1","mouseconsensus"
"32666","P01019","P08913","Agt","Adra2a","mouseconsensus"
"32667","P01019","P30556","Agt","Agtr1a","mouseconsensus"
"32668","P01019","P48039","Agt","Mtnr1a","mouseconsensus"
"32669","P01019","P50052","Agt","Agtr2","mouseconsensus"
"32670","P01019","P98164","Agt","Lrp2","mouseconsensus"
"32671","P01019","Q14831","Agt","Grm7","mouseconsensus"
"32672","P01127","COMPLEX:P09619_P16234","Pdgfb","Pdgfra_Pdgfrb","mouseconsensus"
"32673","P01127","P06756","Pdgfb","Itgav","mouseconsensus"
"32674","P01127","P21453","Pdgfb","S1pr1","mouseconsensus"
"32675","P01127","Q07954","Pdgfb","Lrp1","mouseconsensus"
"32676","P01133","COMPLEX:P00533_P04626","Egf","Egfr_Erbb2","mouseconsensus"
"32677","P01133","O14786","Egf","Nrp1","mouseconsensus"
"32678","P01133","P01130","Egf","Ldlr","mouseconsensus"
"32679","P01133","P07550","Egf","Adrb2","mouseconsensus"
"32680","P01133","P21860","Egf","Erbb3","mouseconsensus"
"32681","P01133","P23945","Egf","Fshr","mouseconsensus"
"32682","P01133","P30530","Egf","Axl","mouseconsensus"
"32683","P01133","P98164","Egf","Lrp2","mouseconsensus"
"32684","P01133","Q15303","Egf","Erbb4","mouseconsensus"
"32685","P01137","COMPLEX:P06756_P18564","Tgfb1","Itgav_Itgb6","mouseconsensus"
"32686","P01137","COMPLEX:P36896_P37173","Tgfb1","Acvr1b_Tgfbr2","mouseconsensus"
"32687","P01137","COMPLEX:P36897_P37173","Tgfb1","Tgfbr1_Tgfbr2","mouseconsensus"
"32688","P01137","COMPLEX:P36897_P37173_Q04771","Tgfb1","Acvr1_Tgfbr1_Tgfbr2","mouseconsensus"
"32689","P01137","COMPLEX:P37173_Q04771","Tgfb1","Acvr1_Tgfbr2","mouseconsensus"
"32690","P01137","COMPLEX:P37173_Q8NER5","Tgfb1","Acvr1c_Tgfbr2","mouseconsensus"
"32691","P01137","P00533","Tgfb1","Egfr","mouseconsensus"
"32692","P01137","P05106","Tgfb1","Itgb3","mouseconsensus"
"32693","P01137","P05556","Tgfb1","Itgb1","mouseconsensus"
"32694","P01137","P18084","Tgfb1","Itgb5","mouseconsensus"
"32695","P01137","P26012","Tgfb1","Itgb8","mouseconsensus"
"32696","P01137","P34741","Tgfb1","Sdc2","mouseconsensus"
"32697","P01137","P37023","Tgfb1","Acvrl1","mouseconsensus"
"32698","P01137","P61073","Tgfb1","Cxcr4","mouseconsensus"
"32699","P01137","Q03167","Tgfb1","Tgfbr3","mouseconsensus"
"32700","P01137","Q6EMK4","Tgfb1","Vasn","mouseconsensus"
"32701","P01138","P04629","Ngf","Ntrk1","mouseconsensus"
"32702","P01138","P08138","Ngf","Ngfr","mouseconsensus"
"32703","P01138","Q96PQ0","Ngf","Sorcs2","mouseconsensus"
"32704","P01160","P16066","Nppa","Npr1","mouseconsensus"
"32705","P01160","P17342","Nppa","Npr3","mouseconsensus"
"32706","P01160","P20594","Nppa","Npr2","mouseconsensus"
"32707","P01178","P30518","Oxt","Avpr2","mouseconsensus"
"32708","P01178","P30559","Oxt","Oxtr","mouseconsensus"
"32709","P01178","P37288","Oxt","Avpr1a","mouseconsensus"
"32710","P01178","P47901","Oxt","Avpr1b","mouseconsensus"
"32711","P01185","O60895","Avp","Ramp2","mouseconsensus"
"32712","P01185","O60896","Avp","Ramp3","mouseconsensus"
"32713","P01185","P01130","Avp","Ldlr","mouseconsensus"
"32714","P01185","P07550","Avp","Adrb2","mouseconsensus"
"32715","P01185","P13945","Avp","Adrb3","mouseconsensus"
"32716","P01185","P16473","Avp","Tshr","mouseconsensus"
"32717","P01185","P30518","Avp","Avpr2","mouseconsensus"
"32718","P01185","P30559","Avp","Oxtr","mouseconsensus"
"32719","P01185","P32241","Avp","Vipr1","mouseconsensus"
"32720","P01185","P37288","Avp","Avpr1a","mouseconsensus"
"32721","P01185","P41586","Avp","Adcyap1r1","mouseconsensus"
"32722","P01185","P47901","Avp","Avpr1b","mouseconsensus"
"32723","P01185","P98164","Avp","Lrp2","mouseconsensus"
"32724","P01185","Q03431","Avp","Pth1r","mouseconsensus"
"32725","P01185","Q99678","Avp","Gpr20","mouseconsensus"
"32726","P01185","Q9NQS5","Avp","Gpr84","mouseconsensus"
"32727","P01189","O60895","Pomc","Ramp2","mouseconsensus"
"32728","P01189","O60896","Pomc","Ramp3","mouseconsensus"
"32729","P01189","P07550","Pomc","Adrb2","mouseconsensus"
"32730","P01189","P08913","Pomc","Adra2a","mouseconsensus"
"32731","P01189","P13945","Pomc","Adrb3","mouseconsensus"
"32732","P01189","P16473","Pomc","Tshr","mouseconsensus"
"32733","P01189","P32241","Pomc","Vipr1","mouseconsensus"
"32734","P01189","P32245","Pomc","Mc4r","mouseconsensus"
"32735","P01189","P33032","Pomc","Mc5r","mouseconsensus"
"32736","P01189","P35372","Pomc","Oprm1","mouseconsensus"
"32737","P01189","P41145","Pomc","Oprk1","mouseconsensus"
"32738","P01189","P41146","Pomc","Oprl1","mouseconsensus"
"32739","P01189","P41586","Pomc","Adcyap1r1","mouseconsensus"
"32740","P01189","P41968","Pomc","Mc3r","mouseconsensus"
"32741","P01189","P48039","Pomc","Mtnr1a","mouseconsensus"
"32742","P01189","Q01718","Pomc","Mc2r","mouseconsensus"
"32743","P01189","Q01726","Pomc","Mc1r","mouseconsensus"
"32744","P01189","Q03431","Pomc","Pth1r","mouseconsensus"
"32745","P01189","Q14831","Pomc","Grm7","mouseconsensus"
"32746","P01189","Q99678","Pomc","Gpr20","mouseconsensus"
"32747","P01189","Q9NQS5","Pomc","Gpr84","mouseconsensus"
"32748","P01210","P08913","Penk","Adra2a","mouseconsensus"
"32749","P01210","P35372","Penk","Oprm1","mouseconsensus"
"32750","P01210","P41145","Penk","Oprk1","mouseconsensus"
"32751","P01210","P41146","Penk","Oprl1","mouseconsensus"
"32752","P01210","P48039","Penk","Mtnr1a","mouseconsensus"
"32753","P01210","Q14831","Penk","Grm7","mouseconsensus"
"32754","P01210","Q96LB2","Penk","Mrgprb2","mouseconsensus"
"32755","P01210","Q9NZT2","Penk","Ogfr","mouseconsensus"
"32756","P01213","P08913","Pdyn","Adra2a","mouseconsensus"
"32757","P01213","P35372","Pdyn","Oprm1","mouseconsensus"
"32758","P01213","P41145","Pdyn","Oprk1","mouseconsensus"
"32759","P01213","P41146","Pdyn","Oprl1","mouseconsensus"
"32760","P01213","P48039","Pdyn","Mtnr1a","mouseconsensus"
"32761","P01213","Q14831","Pdyn","Grm7","mouseconsensus"
"32762","P01215","O60895","Cga","Ramp2","mouseconsensus"
"32763","P01215","O60896","Cga","Ramp3","mouseconsensus"
"32764","P01215","P07550","Cga","Adrb2","mouseconsensus"
"32765","P01215","P13945","Cga","Adrb3","mouseconsensus"
"32766","P01215","P16473","Cga","Tshr","mouseconsensus"
"32767","P01215","P22888","Cga","Lhcgr","mouseconsensus"
"32768","P01215","P23945","Cga","Fshr","mouseconsensus"
"32769","P01215","P32241","Cga","Vipr1","mouseconsensus"
"32770","P01215","P41586","Cga","Adcyap1r1","mouseconsensus"
"32771","P01215","Q03431","Cga","Pth1r","mouseconsensus"
"32772","P01215","Q99678","Cga","Gpr20","mouseconsensus"
"32773","P01215","Q9NQS5","Cga","Gpr84","mouseconsensus"
"32774","P01222","O60895","Tshb","Ramp2","mouseconsensus"
"32775","P01222","O60896","Tshb","Ramp3","mouseconsensus"
"32776","P01222","P07550","Tshb","Adrb2","mouseconsensus"
"32777","P01222","P13945","Tshb","Adrb3","mouseconsensus"
"32778","P01222","P16473","Tshb","Tshr","mouseconsensus"
"32779","P01222","P32241","Tshb","Vipr1","mouseconsensus"
"32780","P01222","P41586","Tshb","Adcyap1r1","mouseconsensus"
"32781","P01222","Q03431","Tshb","Pth1r","mouseconsensus"
"32782","P01222","Q99678","Tshb","Gpr20","mouseconsensus"
"32783","P01222","Q9NQS5","Tshb","Gpr84","mouseconsensus"
"32784","P01225","O60895","Fshb","Ramp2","mouseconsensus"
"32785","P01225","O60896","Fshb","Ramp3","mouseconsensus"
"32786","P01225","P07550","Fshb","Adrb2","mouseconsensus"
"32787","P01225","P13945","Fshb","Adrb3","mouseconsensus"
"32788","P01225","P16473","Fshb","Tshr","mouseconsensus"
"32789","P01225","P23945","Fshb","Fshr","mouseconsensus"
"32790","P01225","P32241","Fshb","Vipr1","mouseconsensus"
"32791","P01225","P41586","Fshb","Adcyap1r1","mouseconsensus"
"32792","P01225","Q03431","Fshb","Pth1r","mouseconsensus"
"32793","P01225","Q99678","Fshb","Gpr20","mouseconsensus"
"32794","P01225","Q9NQS5","Fshb","Gpr84","mouseconsensus"
"32795","P01229","O60895","Lhb","Ramp2","mouseconsensus"
"32796","P01229","O60896","Lhb","Ramp3","mouseconsensus"
"32797","P01229","P07550","Lhb","Adrb2","mouseconsensus"
"32798","P01229","P13945","Lhb","Adrb3","mouseconsensus"
"32799","P01229","P16473","Lhb","Tshr","mouseconsensus"
"32800","P01229","P22888","Lhb","Lhcgr","mouseconsensus"
"32801","P01229","P32241","Lhb","Vipr1","mouseconsensus"
"32802","P01229","P41586","Lhb","Adcyap1r1","mouseconsensus"
"32803","P01229","Q03431","Lhb","Pth1r","mouseconsensus"
"32804","P01229","Q99678","Lhb","Gpr20","mouseconsensus"
"32805","P01229","Q9NQS5","Lhb","Gpr84","mouseconsensus"
"32806","P01236","P16471","Prl","Prlr","mouseconsensus"
"32807","P01266","P07202","Tg","Tpo","mouseconsensus"
"32808","P01266","P07306","Tg","Asgr1","mouseconsensus"
"32809","P01266","P98164","Tg","Lrp2","mouseconsensus"
"32810","P01270","O60895","Pth","Ramp2","mouseconsensus"
"32811","P01270","O60896","Pth","Ramp3","mouseconsensus"
"32812","P01270","O75581","Pth","Lrp6","mouseconsensus"
"32813","P01270","P07550","Pth","Adrb2","mouseconsensus"
"32814","P01270","P13945","Pth","Adrb3","mouseconsensus"
"32815","P01270","P16473","Pth","Tshr","mouseconsensus"
"32816","P01270","P32241","Pth","Vipr1","mouseconsensus"
"32817","P01270","P41586","Pth","Adcyap1r1","mouseconsensus"
"32818","P01270","P49190","Pth","Pth2r","mouseconsensus"
"32819","P01270","Q03431","Pth","Pth1r","mouseconsensus"
"32820","P01270","Q99678","Pth","Gpr20","mouseconsensus"
"32821","P01270","Q9NQS5","Pth","Gpr84","mouseconsensus"
"32822","P01282","O60894","Vip","Ramp1","mouseconsensus"
"32823","P01282","O60895","Vip","Ramp2","mouseconsensus"
"32824","P01282","O60896","Vip","Ramp3","mouseconsensus"
"32825","P01282","P07550","Vip","Adrb2","mouseconsensus"
"32826","P01282","P13945","Vip","Adrb3","mouseconsensus"
"32827","P01282","P16473","Vip","Tshr","mouseconsensus"
"32828","P01282","P17342","Vip","Npr3","mouseconsensus"
"32829","P01282","P32241","Vip","Vipr1","mouseconsensus"
"32830","P01282","P37288","Vip","Avpr1a","mouseconsensus"
"32831","P01282","P41586","Vip","Adcyap1r1","mouseconsensus"
"32832","P01282","P41587","Vip","Vipr2","mouseconsensus"
"32833","P01282","P47872","Vip","Sctr","mouseconsensus"
"32834","P01282","Q03431","Vip","Pth1r","mouseconsensus"
"32835","P01282","Q99678","Vip","Gpr20","mouseconsensus"
"32836","P01282","Q9NQS5","Vip","Gpr84","mouseconsensus"
"32837","P01286","O60895","Ghrh","Ramp2","mouseconsensus"
"32838","P01286","O60896","Ghrh","Ramp3","mouseconsensus"
"32839","P01286","P07550","Ghrh","Adrb2","mouseconsensus"
"32840","P01286","P13945","Ghrh","Adrb3","mouseconsensus"
"32841","P01286","P16473","Ghrh","Tshr","mouseconsensus"
"32842","P01286","P32241","Ghrh","Vipr1","mouseconsensus"
"32843","P01286","P41586","Ghrh","Adcyap1r1","mouseconsensus"
"32844","P01286","P41587","Ghrh","Vipr2","mouseconsensus"
"32845","P01286","Q02643","Ghrh","Ghrhr","mouseconsensus"
"32846","P01286","Q03431","Ghrh","Pth1r","mouseconsensus"
"32847","P01286","Q92847","Ghrh","Ghsr","mouseconsensus"
"32848","P01286","Q99678","Ghrh","Gpr20","mouseconsensus"
"32849","P01286","Q9NQS5","Ghrh","Gpr84","mouseconsensus"
"32850","P01298","P08913","Ppy","Adra2a","mouseconsensus"
"32851","P01298","P25929","Ppy","Npy1r","mouseconsensus"
"32852","P01298","P48039","Ppy","Mtnr1a","mouseconsensus"
"32853","P01298","P49146","Ppy","Npy2r","mouseconsensus"
"32854","P01298","Q14831","Ppy","Grm7","mouseconsensus"
"32855","P01298","Q15761","Ppy","Npy5r","mouseconsensus"
"32856","P01298","Q9NYM4","Ppy","Gpr83","mouseconsensus"
"32857","P01303","P08913","Npy","Adra2a","mouseconsensus"
"32858","P01303","P25929","Npy","Npy1r","mouseconsensus"
"32859","P01303","P32245","Npy","Mc4r","mouseconsensus"
"32860","P01303","P48039","Npy","Mtnr1a","mouseconsensus"
"32861","P01303","P49146","Npy","Npy2r","mouseconsensus"
"32862","P01303","P49683","Npy","Prlhr","mouseconsensus"
"32863","P01303","Q14831","Npy","Grm7","mouseconsensus"
"32864","P01303","Q15761","Npy","Npy5r","mouseconsensus"
"32865","P01303","Q9NYM4","Npy","Gpr83","mouseconsensus"
"32866","P01303","Q9Y5X5","Npy","Npffr2","mouseconsensus"
"32867","P01308","P06213","Ins2","Insr","mouseconsensus"
"32868","P01308","P08069","Ins2","Igf1r","mouseconsensus"
"32869","P01308","P98164","Ins2","Lrp2","mouseconsensus"
"32870","P01344","COMPLEX:P05106_P06756","Igf2","Itgav_Itgb3","mouseconsensus"
"32871","P01344","COMPLEX:P16144_P23229","Igf2","Itga6_Itgb4","mouseconsensus"
"32872","P01344","P06213","Igf2","Insr","mouseconsensus"
"32873","P01344","P08069","Igf2","Igf1r","mouseconsensus"
"32874","P01344","P11717","Igf2","Igf2r","mouseconsensus"
"32875","P01344","Q8TDT2","Igf2","Gpr152","mouseconsensus"
"32876","P01350","P32239","Gast","Cckbr","mouseconsensus"
"32877","P01350","Q8TDT2","Gast","Gpr152","mouseconsensus"
"32878","P01374","P19438","Lta","Tnfrsf1a","mouseconsensus"
"32879","P01374","P20333","Lta","Tnfrsf1b","mouseconsensus"
"32880","P01374","Q92956","Lta","Tnfrsf14","mouseconsensus"
"32881","P01574","COMPLEX:P17181_P48551","Ifnb1","Ifnar1_Ifnar2","mouseconsensus"
"32882","P01579","COMPLEX:P15260_P38484","Ifng","Ifngr1_Ifngr2","mouseconsensus"
"32883","P01583","COMPLEX:P14778_Q9NPH3","Il1a","Il1r1_Il1rap","mouseconsensus"
"32884","P01583","COMPLEX:P27930_Q9NPH3","Il1a","Il1r2_Il1rap","mouseconsensus"
"32885","P01584","COMPLEX:P14778_Q9NPH3","Il1b","Il1r1_Il1rap","mouseconsensus"
"32886","P01584","COMPLEX:P27930_Q9NPH3","Il1b","Il1r2_Il1rap","mouseconsensus"
"32887","P01584","P07550","Il1b","Adrb2","mouseconsensus"
"32888","P01584","Q6IA17","Il1b","Sigirr","mouseconsensus"
"32889","P01588","P19235","Epo","Epor","mouseconsensus"
"32890","P01588","P54760","Epo","Ephb4","mouseconsensus"
"32891","P02647","P01130","Apoa1","Ldlr","mouseconsensus"
"32892","P02647","P98164","Apoa1","Lrp2","mouseconsensus"
"32893","P02647","Q07954","Apoa1","Lrp1","mouseconsensus"
"32894","P02649","O75096","Apoe","Lrp4","mouseconsensus"
"32895","P02649","O75197","Apoe","Lrp5","mouseconsensus"
"32896","P02649","O75581","Apoe","Lrp6","mouseconsensus"
"32897","P02649","P01130","Apoe","Ldlr","mouseconsensus"
"32898","P02649","P34741","Apoe","Sdc2","mouseconsensus"
"32899","P02649","P98155","Apoe","Vldlr","mouseconsensus"
"32900","P02649","P98164","Apoe","Lrp2","mouseconsensus"
"32901","P02649","Q07954","Apoe","Lrp1","mouseconsensus"
"32902","P02649","Q14114","Apoe","Lrp8","mouseconsensus"
"32903","P02649","Q86X29","Apoe","Lsr","mouseconsensus"
"32904","P02649","Q8WTV0","Apoe","Scarb1","mouseconsensus"
"32905","P02649","Q9NZC2","Apoe","Trem2","mouseconsensus"
"32906","P02652","P01130","Apoa2","Ldlr","mouseconsensus"
"32907","P02652","P98164","Apoa2","Lrp2","mouseconsensus"
"32908","P02652","Q07954","Apoa2","Lrp1","mouseconsensus"
"32909","P02655","P01130","Apoc2","Ldlr","mouseconsensus"
"32910","P02655","P98164","Apoc2","Lrp2","mouseconsensus"
"32911","P02655","Q07954","Apoc2","Lrp1","mouseconsensus"
"32912","P02766","P08138","Ttr","Ngfr","mouseconsensus"
"32913","P02774","P98164","Gc","Lrp2","mouseconsensus"
"32914","P02776","P01130","Pf4","Ldlr","mouseconsensus"
"32915","P02776","P07204","Pf4","Thbd","mouseconsensus"
"32916","P02776","P08913","Pf4","Adra2a","mouseconsensus"
"32917","P02776","P21802","Pf4","Fgfr2","mouseconsensus"
"32918","P02776","P34741","Pf4","Sdc2","mouseconsensus"
"32919","P02776","P48039","Pf4","Mtnr1a","mouseconsensus"
"32920","P02776","P49682","Pf4","Cxcr3","mouseconsensus"
"32921","P02776","Q07954","Pf4","Lrp1","mouseconsensus"
"32922","P02776","Q14831","Pf4","Grm7","mouseconsensus"
"32923","P02776","Q9UNN8","Pf4","Procr","mouseconsensus"
"32924","P02778","P08913","Cxcl10","Adra2a","mouseconsensus"
"32925","P02778","P48039","Cxcl10","Mtnr1a","mouseconsensus"
"32926","P02778","P49682","Cxcl10","Cxcr3","mouseconsensus"
"32927","P02778","P51677","Cxcl10","Ccr3","mouseconsensus"
"32928","P02778","Q14831","Cxcl10","Grm7","mouseconsensus"
"32929","P02787","P01130","Trf","Ldlr","mouseconsensus"
"32930","P02787","P02786","Trf","Tfrc","mouseconsensus"
"32931","P02787","P07550","Trf","Adrb2","mouseconsensus"
"32932","P02787","P98164","Trf","Lrp2","mouseconsensus"
"32933","P02787","Q9UP52","Trf","Tfr2","mouseconsensus"
"32934","P02790","Q07954","Hpx","Lrp1","mouseconsensus"
"32935","P03950","O15031","Ang","Plxnb2","mouseconsensus"
"32936","P03950","P00533","Ang","Egfr","mouseconsensus"
"32937","P03971","COMPLEX:O00238_Q16671","Amh","Amhr2_Bmpr1b","mouseconsensus"
"32938","P03971","COMPLEX:P36894_Q16671","Amh","Amhr2_Bmpr1a","mouseconsensus"
"32939","P03971","COMPLEX:Q04771_Q16671","Amh","Acvr1_Amhr2","mouseconsensus"
"32940","P03971","P00533","Amh","Egfr","mouseconsensus"
"32941","P04085","P09619","Pdgfa","Pdgfrb","mouseconsensus"
"32942","P04085","P16234","Pdgfa","Pdgfra","mouseconsensus"
"32943","P04114","O00206","Apob","Tlr4","mouseconsensus"
"32944","P04114","O75581","Apob","Lrp6","mouseconsensus"
"32945","P04114","P01130","Apob","Ldlr","mouseconsensus"
"32946","P04114","P05107","Apob","Itgb2","mouseconsensus"
"32947","P04114","P07550","Apob","Adrb2","mouseconsensus"
"32948","P04114","P11215","Apob","Itgam","mouseconsensus"
"32949","P04114","P78380","Apob","Olr1","mouseconsensus"
"32950","P04114","P98155","Apob","Vldlr","mouseconsensus"
"32951","P04114","P98164","Apob","Lrp2","mouseconsensus"
"32952","P04114","Q07954","Apob","Lrp1","mouseconsensus"
"32953","P04114","Q14114","Apob","Lrp8","mouseconsensus"
"32954","P04114","Q86X29","Apob","Lsr","mouseconsensus"
"32955","P04114","Q9Y2C9","Apob","Tlr6","mouseconsensus"
"32956","P04141","COMPLEX:P15509_P32927","Csf2","Csf2ra_Csf2rb","mouseconsensus"
"32957","P04141","P05556","Csf2","Itgb1","mouseconsensus"
"32958","P04141","P07333","Csf2","Csf1r","mouseconsensus"
"32959","P04141","P26951","Csf2","Il3ra","mouseconsensus"
"32960","P04141","P34741","Csf2","Sdc2","mouseconsensus"
"32961","P04141","Q13797","Csf2","Itga9","mouseconsensus"
"32962","P04141","Q99062","Csf2","Csf3r","mouseconsensus"
"32963","P04628","COMPLEX:O00144_O75197","Wnt1","Fzd9_Lrp5","mouseconsensus"
"32964","P04628","COMPLEX:O00144_O75581","Wnt1","Fzd9_Lrp6","mouseconsensus"
"32965","P04628","COMPLEX:O60353_O75197","Wnt1","Fzd6_Lrp5","mouseconsensus"
"32966","P04628","COMPLEX:O60353_O75581","Wnt1","Fzd6_Lrp6","mouseconsensus"
"32967","P04628","COMPLEX:O75084_O75197","Wnt1","Fzd7_Lrp5","mouseconsensus"
"32968","P04628","COMPLEX:O75084_O75581","Wnt1","Fzd7_Lrp6","mouseconsensus"
"32969","P04628","COMPLEX:O75197_Q13467","Wnt1","Fzd5_Lrp5","mouseconsensus"
"32970","P04628","COMPLEX:O75197_Q14332","Wnt1","Fzd2_Lrp5","mouseconsensus"
"32971","P04628","COMPLEX:O75197_Q9H461","Wnt1","Fzd8_Lrp5","mouseconsensus"
"32972","P04628","COMPLEX:O75197_Q9NPG1","Wnt1","Fzd3_Lrp5","mouseconsensus"
"32973","P04628","COMPLEX:O75197_Q9ULV1","Wnt1","Fzd4_Lrp5","mouseconsensus"
"32974","P04628","COMPLEX:O75197_Q9ULW2","Wnt1","Fzd10_Lrp5","mouseconsensus"
"32975","P04628","COMPLEX:O75197_Q9UP38","Wnt1","Fzd1_Lrp5","mouseconsensus"
"32976","P04628","COMPLEX:O75581_Q13467","Wnt1","Fzd5_Lrp6","mouseconsensus"
"32977","P04628","COMPLEX:O75581_Q14332","Wnt1","Fzd2_Lrp6","mouseconsensus"
"32978","P04628","COMPLEX:O75581_Q9H461","Wnt1","Fzd8_Lrp6","mouseconsensus"
"32979","P04628","COMPLEX:O75581_Q9NPG1","Wnt1","Fzd3_Lrp6","mouseconsensus"
"32980","P04628","COMPLEX:O75581_Q9ULV1","Wnt1","Fzd4_Lrp6","mouseconsensus"
"32981","P04628","COMPLEX:O75581_Q9ULW2","Wnt1","Fzd10_Lrp6","mouseconsensus"
"32982","P04628","COMPLEX:O75581_Q9UP38","Wnt1","Fzd1_Lrp6","mouseconsensus"
"32983","P04628","P16671","Wnt1","Cd36","mouseconsensus"
"32984","P04628","P34925","Wnt1","Ryk","mouseconsensus"
"32985","P04628","Q01974","Wnt1","Ror2","mouseconsensus"
"32986","P04808","Q8TDU9","Rln1","Rxfp4","mouseconsensus"
"32987","P04808","Q8WXD0","Rln1","Rxfp2","mouseconsensus"
"32988","P04808","Q9HBX9","Rln1","Rxfp1","mouseconsensus"
"32989","P04808","Q9NSD7","Rln1","Rxfp3","mouseconsensus"
"32990","P05014","COMPLEX:P17181_P48551","Ifna11","Ifnar1_Ifnar2","mouseconsensus"
"32991","P05019","COMPLEX:P05106_P06756","Igf1","Itgav_Itgb3","mouseconsensus"
"32992","P05019","COMPLEX:P16144_P23229","Igf1","Itga6_Itgb4","mouseconsensus"
"32993","P05019","P06213","Igf1","Insr","mouseconsensus"
"32994","P05019","P08069","Igf1","Igf1r","mouseconsensus"
"32995","P05019","P11717","Igf1","Igf2r","mouseconsensus"
"32996","P05090","P48357","Apod","Lepr","mouseconsensus"
"32997","P05109","O00206","S100a8","Tlr4","mouseconsensus"
"32998","P05109","P05107","S100a8","Itgb2","mouseconsensus"
"32999","P05109","P16671","S100a8","Cd36","mouseconsensus"
"33000","P05109","P34810","S100a8","Cd68","mouseconsensus"
"33001","P05109","Q15109","S100a8","Ager","mouseconsensus"
"33002","P05111","Q03167","Inha","Tgfbr3","mouseconsensus"
"33003","P05111","Q04771","Inha","Acvr1","mouseconsensus"
"33004","P05112","COMPLEX:P24394_P31785","Il4","Il2rg_Il4ra","mouseconsensus"
"33005","P05112","COMPLEX:P24394_P35225_P78552","Il4","Il13_Il13ra1_Il4ra","mouseconsensus"
"33006","P05112","COMPLEX:P24394_P78552","Il4","Il13ra1_Il4ra","mouseconsensus"
"33007","P05112","COMPLEX:P24394_Q14627","Il4","Il13ra2_Il4ra","mouseconsensus"
"33008","P05112","P19397","Il4","Cd53","mouseconsensus"
"33009","P05113","COMPLEX:P32927_Q01344","Il5","Csf2rb_Il5ra","mouseconsensus"
"33010","P05230","O14786","Fgf1","Nrp1","mouseconsensus"
"33011","P05230","P00533","Fgf1","Egfr","mouseconsensus"
"33012","P05230","P11362","Fgf1","Fgfr1","mouseconsensus"
"33013","P05230","P16070","Fgf1","Cd44","mouseconsensus"
"33014","P05230","P21802","Fgf1","Fgfr2","mouseconsensus"
"33015","P05230","P22455","Fgf1","Fgfr4","mouseconsensus"
"33016","P05230","P22607","Fgf1","Fgfr3","mouseconsensus"
"33017","P05230","Q03167","Fgf1","Tgfbr3","mouseconsensus"
"33018","P05230","Q6UVK1","Fgf1","Cspg4","mouseconsensus"
"33019","P05230","Q8N441","Fgf1","Fgfrl1","mouseconsensus"
"33020","P05231","COMPLEX:P08887_P40189","Il6","Il6ra_Il6st","mouseconsensus"
"33021","P05231","P13726","Il6","F3","mouseconsensus"
"33022","P05231","P35367","Il6","Hrh1","mouseconsensus"
"33023","P05305","P24530","Edn1","Ednrb","mouseconsensus"
"33024","P05305","P25101","Edn1","Ednra","mouseconsensus"
"33025","P06307","P32238","Cck","Cckar","mouseconsensus"
"33026","P06307","P32239","Cck","Cckbr","mouseconsensus"
"33027","P06702","O00206","S100a9","Tlr4","mouseconsensus"
"33028","P06702","P05107","S100a9","Itgb2","mouseconsensus"
"33029","P06702","P16671","S100a9","Cd36","mouseconsensus"
"33030","P06702","P34810","S100a9","Cd68","mouseconsensus"
"33031","P06702","Q15109","S100a9","Ager","mouseconsensus"
"33032","P06727","P01130","Apoa4","Ldlr","mouseconsensus"
"33033","P06727","P98164","Apoa4","Lrp2","mouseconsensus"
"33034","P06727","Q07954","Apoa4","Lrp1","mouseconsensus"
